"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bahamas, The","BHS","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","5.2962522025359","5.00649475212033","5.10109525523212","5.23718721936713","5.41911680666746","4.3605447623497","5.11853691550819","4.302162996742","5.25314001933369","-8.4955845672022","-1.01045396211968","-5.6550900572208","5.40397426376953","-18.3744457595078","-16.5061978176893","2.99706442113022","6.83339120924494","11.6990321467419","23.3799374370436","4.16553485807421","-11.2225085320786","4.34476101000052","1.34178026201877","11.7682824988905","2.74893459465697","-0.0935635567651474","1.18366291198326","0.581468219399056","4.91188873199326","-3.32065650347862","-5.93839821785066","-5.64076660332766","-1.55722196228139","1.36262047733817","2.76268897991707","2.83108426949754","0.861749757609843","3.54931020105337","5.88161107638695","2.75534958824444","1.07689482878952","1.02141658589684","-2.98919612144014","-0.940930891230295","1.49682947937053","0.604837245780999","-0.464585359396949","-4.11218802581416","-5.79872561465001","0.0117279344703718","-0.684017477592718","1.95058528713726","-1.38254226586115","-1.08149211857507","0.0801603484320594","-2.65852680325699","0.419527295795447","","",
"Bosnia and Herzegovina","BIH","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1906220510801","92.2015570526252","35.4095277468743","15.6536430466846","9.33599505544562","5.2800104904355","4.27946244064874","5.19146196005471","3.92298499980971","6.04300158848534","8.72641515841271","5.41466604464387","5.9297977786249","5.66584321622472","-2.52676751353293","1.70151121016924","2.18046769574617","0.724500870935259","4.15290775936752","2.90546899176167","4.67370344276743","4.45830089042988","4.23289357171987","3.92187490412419","",
"Belarus","BLR","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.24845545033688","-9.79467641254797","-7.8075611700387","-11.5963958059109","-10.1099475207539","3.14402041413366","11.8734857090447","8.9167457740964","3.83582293409472","6.29963644799008","5.26389213061603","5.71608241057706","7.79491791221358","12.2126183222786","10.1497671724788","10.6755867998733","9.09945997853629","10.5813049917168","0.423651190903357","7.98206918275517","5.57238583709254","1.78036177565718","0.987444297302417","1.63497132996299","-3.98264886374076","-2.6487098312428","2.56748260752468","3.18981305431069","",
"Belize","BLZ","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","1.96934215275641","2.00493756088716","2.04342266320954","2.04045805573571","1.91469884132067","1.677936409249","1.79902103434975","4.25058694321712","2.28617037101328","2.30206019105637","1.78433429958311","8.17516941397291","3.60491079399785","11.8190555172483","2.07461353043705","-1.42980333207726","5.06460539250497","6.38623721502564","5.73654785478767","11.1939947736861","-1.2039444522314","-2.70161318218641","-4.85741272339902","-0.905591521027361","-1.78901674973025","1.67455994573898","7.71663636510202","6.90056225083208","10.2737510999597","9.01727033947066","9.37854714504935","10.2164306632233","4.50211796436668","-1.85692150836975","-1.92483683786101","-1.75281432753278","-0.154487695471175","-0.163077164745161","4.79903583607279","9.21425209815376","1.82554653089568","2.18918217864024","6.46840202434866","1.96890793522071","-0.0590917981035659","1.87883178465151","-1.49656617043728","0.60526286020972","-1.83497061371244","0.879869659196203","-0.242059956602787","0.573592984675031","-1.39868416441409","1.4472478992847","1.26348827778328","-2.60297812152156","-0.551942156420353","1.08533822716706","",
"Bermuda","BMU","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","2.14927472527211","2.00396995708513","-1.26075471698262","8.38337423312609","2.25077844311836","12.3454545454513","11.096673596671","0.178748758690659","1.52093674430343","4.37934158864751","4.19528388278228","2.56407397910962","2.23820502354857","1.63282738682197","4.55127153404172","8.52900407443255","5.500816287334","1.07422933757464","1.76823912484106","6.22614189811723","1.67423554344425","-5.9669596391587","1.13164813797833","-0.396562988903042","-2.82158592250946","5.76696525042833","2.91245311068415","3.16809011974793","-0.39943287364855","-0.798461539604872","-3.03588264874905","0.66685302987635","2.45776624281828","-0.0956977270458736","3.65476267580642","1.94694809189579","3.96372382101788","3.13962719262271","2.80572343278148","8.34832337923115","6.07136960389332","-2.11673145936213","2.73627080480654","1.65507059338414","1.01808092554583","4.94027206966554","2.26737405753612","0.929051522178014","-5.8080031549402","-1.32438480325234","-2.50110330788415","-5.17820382726485","-2.81561491083635","","","","","","",
"Bolivia","BOL","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","0.117877571152007","3.52380202208693","4.69971655301416","1.89296554035596","2.806404682362","4.99612101349283","4.14071904193219","6.28585352894937","2.29073725661748","3.00723960917865","2.8221638124116","5.64667738034221","3.45172551328903","0.70141858229249","4.96959779778219","2.32243819036113","2.66637731235448","-0.17524905356693","-2.02021928753906","-3.44893094763937","-1.78655198920356","-5.87586146144989","-5.95818361204019","-2.20046281663909","-3.67066927574588","-4.57624980004771","0.337165072373665","0.759439286436077","1.61579414001771","2.44505994658084","3.06538159564118","-0.475129472497443","2.10302011020593","2.50934351570345","2.54215871764785","2.25609057035211","2.86250492103515","2.96290985298188","-1.52282628284712","0.544926184712779","-0.235706734357976","0.579771054946548","0.831349050253706","2.2984817380683","2.57481330640607","2.97734206021694","2.78132356894432","4.36853739987981","1.64922554346305","2.42927786018541","3.51097503109318","3.45369767643476","5.12757347801841","3.84375722818145","3.28271871061374","2.73203994226454","2.69606529621936","2.7521559420484","",
"Brazil","BRA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","7.11191079447859","2.18669999534336","-2.01729788512606","0.559765859984608","0.199509198590846","1.32715661390885","2.1274317915085","8.52869254043256","6.94407511447127","6.06348476167284","8.58967999860471","9.38615911052001","11.3035185712259","6.49410052152012","2.74605720937593","7.21568953994129","2.15508771060036","0.814360454574057","4.26894732009065","6.56557614036957","-6.61877097305982","-1.747830150738","-5.61135768657208","2.93548107027523","5.63929415841721","5.7717207350009","1.55347732694591","-2.00557565757289","1.37321612748708","-4.84187100023273","-0.258462199951268","-2.15185202915798","2.93706715995854","3.62758491771604","2.74937514982565","0.596456353058386","1.7906107983347","-1.18436657024863","-1.00913962539633","2.91182644263147","0.0133697384164577","1.70947438880017","-0.122936492113425","4.49707707823583","2.02630740411568","2.8347540947357","4.97470467428765","4.05440956846654","-1.08194389571234","6.52437280430098","3.02640456781005","1.01453521432917","2.10888840464017","-0.352479217688355","-4.35148398862317","-4.0987022546979","0.251410418805705","0.328069801440051","",
"Barbados","BRB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","-2.50178181138644","3.75786455306384","3.07848263092833","4.34627339541638","7.40022643451293","3.94175065210287","-2.27877574617258","-5.22471305103728","0.229520585385075","3.26412280144126","0.776861157142903","4.75094976003862","2.20095917966503","3.07167863151379","3.21057840521443","-3.66277371272949","-4.26859669856221","-7.33182926043487","0.842844443300734","3.38549243593076","1.61586657520438","3.54036379678007","4.29570379322064","3.29789635897339","-0.0877479276070829","4.04373385844252","-2.73024430781294","0.460467060139422","1.82440744332861","1.05510959395818","3.58424780160853","5.22912544898088","1.3177192398293","-0.322427314858146","-4.36850865238021","-0.0995353384656568","0.352818513804905","0.0291252176018162","-0.200615571715005","-0.167675217020374","0.727688959828001","1.83870079823836","0.845800449284326","","",
"Brunei Darussalam","BRN","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","-3.71399175301026","15.4722338926355","6.76924017261933","2.95098443890038","18.3819369744152","-10.0068056190458","-22.2885789249159","0.907548964793861","-2.34710865795988","-2.21235513939388","-4.24436812194453","-5.43959688862003","-0.84550956624561","-1.73240275939139","-3.8492851285815","-1.7484336060365","0.244247380003486","1.82035914479542","-2.46903385871087","0.375530079812506","1.78510522676586","0.342682075310563","-3.78817413453541","-2.79758135565972","0.819955362494866","0.70238441685602","0.668516263266412","1.85085909906365","1.00749091564913","-1.21254278698211","-1.17447460689952","2.94593038553322","-1.10134032413342","-3.09135524702164","-2.91217600044139","1.34764938748842","2.4166421030224","-0.427894473886155","-3.44062744548282","-3.62420517458962","-1.79814526014643","-3.60233301645837","0.213228749793529","-0.994680766133385","",
"Bhutan","BTN","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","10.8466585461177","0.804567798499264","8.55516466939467","1.78509697557647","1.34085921929194","8.36343178963183","24.6295308600137","1.84966272623967","4.83229022888003","9.07481064666116","-1.12096219357156","4.62359178769363","2.35402579854846","5.08942717995478","6.52875268001043","4.23065704255463","3.41728243289261","3.53668565114683","5.4605882141239","4.55561305047614","5.94179085429478","8.50292314006997","5.63722184823108","4.0769158878424","5.48386630493387","5.44006146139451","16.6016168082138","3.71741506507274","5.60216599662076","10.5605786149243","6.6778573522392","3.83091704230809","0.8977823765604","4.44866684556476","5.35230423484964","6.72693688838089","3.38587581074137","1.09390317495041","",
