"Adolescent birth rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimension: Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SDG 3.7 By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Definition: Number of births to women ages 15–19 per 1,000 women ages 15–19.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: UNDESA (2019a). World Population Prospects: The 2019 Revision. Rev 1. New York. https://population.un.org/wpp/. Accessed 30 April 2020.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126, Cabo Verde,109,,111.7,,100.5,,93.9,,88.6,,86.6,a,84.6,a,82.6,a,80.6,a,78.7,,77.4,a,76.2,a,75,a,73.8,b
144, Cambodia,88.1,,66.8,,51.5,,48.2,,47,,47.3,a,47.7,a,48.1,a,48.4,a,48.8,,49.2,a,49.5,a,49.8,a,50.2,b
153, Cameroon,191.5,,177.7,,162,,150,,131.8,,129.6,a,127.4,a,125.3,a,123.1,a,121,,117.2,a,113.4,a,109.6,a,105.8,b
16, Canada,23.2,,25.1,,20.1,,14.6,,13.7,,13.2,a,12.8,a,12.4,a,11.9,a,11.5,,10.7,a,9.9,a,9.2,a,8.4,b
188, Central African Republic,160.2,,154.8,,150.7,,148,,143.9,,142.8,a,141.7,a,140.6,a,139.6,a,138.5,,136.1,a,133.8,a,131.4,a,129.1,b
187, Chad,218.1,,218.1,,216.4,,209.7,,196.1,,192.5,a,188.9,a,185.4,a,181.8,a,178.2,,173.9,a,169.7,a,165.4,a,161.1,b
43, Chile,62.5,,68.5,,65.4,,57,,55.1,,54.8,a,54.6,a,54.3,a,54.1,a,53.8,,50.6,a,47.4,a,44.2,a,41.1,b
85, China,26.7,,15.8,,11.7,,8.7,,7.3,,7.3,a,7.3,a,7.3,a,7.4,a,7.4,,7.4,a,7.5,a,7.6,a,7.6,b
83, Colombia,91.2,,99.5,,100.9,,95.5,,82.1,,80.4,a,78.6,a,76.8,a,75.1,a,73.3,,71.7,a,70,a,68.3,a,66.7,b
156, Comoros,118.8,,108.2,,98.9,,92.2,,79.5,,78.5,a,77.5,a,76.5,a,75.5,a,74.4,,72.2,a,69.9,a,67.6,a,65.4,b
149, Congo,132.7,,125.4,,122.9,,121.6,,120.6,,120.1,a,119.7,a,119.2,a,118.8,a,118.3,,116.8,a,115.3,a,113.8,a,112.2,b
175, Congo (Democratic Republic of the),132.8,,127.1,,124.1,,126.3,,130.8,,130.5,a,130.2,a,129.9,a,129.6,a,129.3,,128.1,a,126.8,a,125.5,a,124.2,b
62, Costa Rica,98.2,,93.6,,83.2,,69.4,,63.6,,62.8,a,62,a,61.3,a,60.5,a,59.8,,58.2,a,56.6,a,55,a,53.5,b
43, Croatia,34.9,,20.7,,19.1,,15.2,,14.6,,13.9,a,13.2,a,12.5,a,11.9,a,11.2,,10.5,a,9.9,a,9.3,a,8.7,b
70, Cuba,85.7,,66.4,,58.7,,49.1,,47.5,,48.8,a,50,a,51.3,a,52.5,a,53.8,,53.2,a,52.7,a,52.1,a,51.6,b
33, Cyprus,34.6,,24.3,,13.1,,7.2,,6.4,,6.2,a,5.9,a,5.7,a,5.4,a,5.2,,5,a,4.9,a,4.7,a,4.6,b
27, Czechia,50.5,,41.1,,16.6,,11.4,,11.1,,11,a,11,a,10.9,a,10.8,a,10.8,,11.1,a,11.4,a,11.7,a,12,b
162, Côte d'Ivoire,168,,148.1,,138.3,,137.4,,132,,130.4,a,128.9,a,127.4,a,125.9,a,124.4,,122.7,a,121,a,119.3,a,117.6,b
10, Denmark,9.2,,8.9,,8,,6.6,,5.9,,5.6,a,5.3,a,5,a,4.7,a,4.4,,4.4,a,4.3,a,4.2,a,4.1,b
166, Djibouti,50,,45.5,,36.4,,30.9,,25.3,,24.6,a,23.9,a,23.2,a,22.4,a,21.7,,21,a,20.3,a,19.6,a,18.8,b
88, Dominican Republic,108.1,,112.9,,109.9,,106.5,,104.6,,103.2,a,101.8,a,100.4,a,99,a,97.6,,96.8,a,95.9,a,95.1,a,94.3,b
86, Ecuador,88,,85.5,,84.3,,84.1,,83.6,,83.4,a,83.3,a,83.1,a,82.9,a,82.7,,81.9,a,81,a,80.1,a,79.3,b
116, Egypt,103.1,,80.4,,60.5,,52.5,,49.4,,50.6,a,51.9,a,53.2,a,54.5,a,55.8,,55.3,a,54.8,a,54.3,a,53.8,b
124, El Salvador,108.2,,101.2,,95.2,,88.7,,82.5,,80.7,a,78.9,a,77.1,a,75.3,a,73.5,,72.5,a,71.5,a,70.5,a,69.5,b
145, Equatorial Guinea,187.6,,196.3,,189.4,,178.8,,174.6,,173,a,171.5,a,169.9,a,168.3,a,166.8,,164,a,161.2,a,158.4,a,155.6,b
180, Eritrea,114.9,,109.9,,97.9,,82.4,,76.1,,72.9,a,69.8,a,66.6,a,63.5,a,60.3,,58.4,a,56.4,a,54.5,a,52.6,b
29, Estonia,44.5,,47.1,,30.4,,23.5,,22.6,,21.3,a,20,a,18.7,a,17.4,a,16.1,,14,a,11.9,a,9.8,a,7.7,b
138, Eswatini (Kingdom of),134.6,,123.7,,114.6,,104.7,,92,,89.6,a,87.1,a,84.7,a,82.3,a,79.8,,79,a,78.3,a,77.5,a,76.7,b
173, Ethiopia,119.3,,117.7,,117.5,,106,,86.6,,84.9,a,83.2,a,81.4,a,79.7,a,78,,75.2,a,72.4,a,69.5,a,66.7,b
93, Fiji,63.3,,62.9,,45.5,,41.2,,45.2,,45.4,a,45.5,a,45.6,a,45.8,a,45.9,,46.8,a,47.6,a,48.5,a,49.4,b
11, Finland,12.7,,11.4,,9.5,,10.6,,9.2,,8.9,a,8.5,a,8.1,a,7.8,a,7.4,,7,a,6.6,a,6.2,a,5.8,b
26, France,9.8,,8,,7.2,,7.9,,7.2,,7.1,a,7,a,6.9,a,6.8,a,6.6,,6.2,a,5.7,a,5.2,a,4.7,b
119, Gabon,193.9,,177.8,,151.7,,129.7,,116.8,,114.7,a,112.5,a,110.4,a,108.3,a,106.2,,103.7,a,101.2,a,98.7,a,96.2,b
172, Gambia,179.4,,152.4,,133,,117.7,,103.5,,100.9,a,98.4,a,95.9,a,93.4,a,90.9,,87.7,a,84.5,a,81.4,a,78.2,b
61, Georgia,53.8,,68.9,,60.5,,48.4,,50.8,,50.9,a,51.1,a,51.3,a,51.5,a,51.6,,50.3,a,49,a,47.7,a,46.4,b
6, Germany,17,,15.9,,13.1,,12.4,,9.8,,9.4,a,9.1,a,8.7,a,8.4,a,8.1,,8.1,a,8.1,a,8.1,a,8.1,b
138, Ghana,118,,103.8,,90.7,,79.5,,73.7,,73.4,a,73,a,72.6,a,72.2,a,71.8,,70.5,a,69.2,a,67.9,a,66.6,b
32, Greece,29.2,,17.3,,11.7,,10.6,,11.3,,10.8,a,10.2,a,9.6,a,9.1,a,8.5,,8.2,a,7.9,a,7.6,a,7.2,b
74, Grenada,99.2,,83.5,,61.5,,51.2,,42.4,,41,a,39.6,a,38.2,a,36.8,a,35.4,,33.8,a,32.3,a,30.7,a,29.2,b
127, Guatemala,130.3,,128.3,,118.8,,106.6,,89.1,,87,a,84.9,a,82.8,a,80.7,a,78.6,,76.7,a,74.8,a,72.8,a,70.9,b
178, Guinea,181.3,,180.3,,174.4,,165.3,,155.4,,153.5,a,151.6,a,149.7,a,147.8,a,145.9,,143.2,a,140.6,a,137.9,a,135.3,b
175, Guinea-Bissau,132.1,,138.3,,134.4,,127.3,,120.1,,117.7,a,115.2,a,112.7,a,110.3,a,107.8,,107.1,a,106.3,a,105.6,a,104.8,b
122, Guyana,78.5,,88.8,,92.7,,100.2,,92.6,,90.7,a,88.8,a,86.9,a,85,a,83.1,,80.9,a,78.7,a,76.6,a,74.4,b
170, Haiti,78.3,,74.3,,71.3,,66.6,,62.4,,61.5,a,60.5,a,59.5,a,58.5,a,57.6,,56.1,a,54.6,a,53.1,a,51.7,b
132, Honduras,133.5,,127.5,,123.4,,111.3,,95.2,,92.2,a,89.2,a,86.1,a,83.1,a,80.1,,78.3,a,76.5,a,74.7,a,72.9,b
4," Hong Kong, China (SAR)",7.1,,6.5,,5.3,,3.7,,3,,3,a,3,a,3,a,3,a,3,,2.9,a,2.9,a,2.8,a,2.7,b
40, Hungary,45.8,,36.5,,25.6,,21,,19.5,,19.7,a,19.9,a,20,a,20.2,a,20.3,,21.2,a,22.1,a,23.1,a,24,b
4, Iceland,30.9,,25.5,,23.5,,17.3,,14.3,,13.3,a,12.3,a,11.3,a,10.3,a,9.4,,8.6,a,7.8,a,7,a,6.3,b
131, India,106,,94,,76.9,,60.2,,44.6,,41.3,a,38,a,34.7,a,31.4,a,28.1,,24.3,a,20.6,a,16.9,a,13.2,b
107, Indonesia,72.9,,63.1,,47.8,,52,,51.5,,51.3,a,51.1,a,50.9,a,50.7,a,50.5,,49.7,a,48.9,a,48.1,a,47.4,b
70, Iran (Islamic Republic of),111.4,,70.6,,44.3,,32.8,,31.5,,32.1,a,32.7,a,33.4,a,34,a,34.6,,36.1,a,37.6,a,39.1,a,40.6,b
123, Iraq,75.1,,67.5,,64.8,,63.1,,73.8,,75,a,76.1,a,77.2,a,78.4,a,79.5,,77.6,a,75.6,a,73.7,a,71.7,b
2, Ireland,15.8,,16.2,,18.2,,18.8,,16.3,,15.2,a,14.1,a,13,a,11.9,a,10.8,,10,a,9.1,a,8.3,a,7.5,b
19, Israel,21.9,,19.3,,17.7,,16.1,,14,,13.5,a,13,a,12.5,a,12,a,11.5,,11.1,a,10.6,a,10.1,a,9.6,b
29, Italy,10,,7.7,,6.4,,7.1,,7,,6.8,a,6.6,a,6.3,a,6.1,a,5.9,,5.7,a,5.6,a,5.4,a,5.2,b
101, Jamaica,106.3,,97.7,,93.8,,84,,74,,71.4,a,68.7,a,66.1,a,63.4,a,60.8,,58.8,a,56.8,a,54.8,a,52.8,b
19, Japan,4,,3.7,,4.4,,5.7,,5.1,,5,a,4.9,a,4.7,a,4.6,a,4.5,,4.3,a,4.1,a,4,a,3.8,b
102, Jordan,57.1,,49.7,,41,,34.5,,30.6,,30.1,a,29.6,a,29.1,a,28.6,a,28.1,,27.5,a,27,a,26.4,a,25.9,b
51, Kazakhstan,46.2,,53.7,,42.1,,29.1,,28.1,,28.7,a,29.4,a,30,a,30.7,a,31.3,,30.9,a,30.5,a,30.1,a,29.8,b
143, Kenya,147.8,,115.3,,111.5,,104.2,,97.1,,94.9,a,92.7,a,90.5,a,88.3,a,86.2,,83.4,a,80.6,a,77.8,a,75.1,b
134, Kiribati,49.3,,45.9,,41.6,,33.5,,27.2,,26,a,24.8,a,23.6,a,22.4,a,21.1,,19.9,a,18.7,a,17.4,a,16.2,b
.., Korea (Democratic People's Rep. of),3.2,,1.8,,1.2,,1,,0.6,,0.6,a,0.5,a,0.4,a,0.4,a,0.3,,0.3,a,0.3,a,0.3,a,0.3,b
23, Korea (Republic of),6.4,,4.1,,2.9,,2.2,,2,,2,a,1.9,a,1.9,a,1.8,a,1.8,,1.7,a,1.6,a,1.5,a,1.4,b
64, Kuwait,37.3,,22.7,,26.3,,19.7,,13.3,,12.6,a,11.8,a,11,a,10.2,a,9.4,,9.1,a,8.8,a,8.5,a,8.2,b
120, Kyrgyzstan,50.4,,68.8,,62.5,,34.4,,29.7,,32.6,a,35.5,a,38.3,a,41.2,a,44,,41.2,a,38.4,a,35.6,a,32.8,b
137, Lao People's Democratic Republic,110.2,,104.9,,90,,77.3,,72,,71.2,a,70.3,a,69.4,a,68.5,a,67.7,,67.1,a,66.5,a,66,a,65.4,b
37, Latvia,45.5,,43.5,,21.9,,17.3,,18.2,,17.6,a,17,a,16.4,a,15.9,a,15.3,,15.5,a,15.7,a,16,a,16.2,b
92, Lebanon,55.3,,44.5,,30.8,,21.2,,15,,15.3,a,15.6,a,15.9,a,16.2,a,16.5,,16,a,15.5,a,15,a,14.5,b
165, Lesotho,89.5,,87.9,,85.5,,87.9,,86.9,,87.3,a,87.7,a,88.2,a,88.6,a,89,,89.9,a,90.9,a,91.8,a,92.7,b
175, Liberia,182.1,,161.4,,152.1,,146.7,,141.2,,140.8,a,140.3,a,139.9,a,139.5,a,139,,138.3,a,137.5,a,136.7,a,136,b
105, Libya,17.1,,11.8,,8.3,,6.3,,6.3,,6.2,a,6.2,a,6.2,a,6.2,a,6.1,,6,a,5.9,a,5.9,a,5.8,b
34, Lithuania,30.2,,44.9,,31.8,,21.1,,18.9,,17.8,a,16.7,a,15.6,a,14.5,a,13.4,,12.8,a,12.1,a,11.5,a,10.9,b
23, Luxembourg,11.4,,12.5,,10.2,,11.7,,9.6,,9,a,8.3,a,7.7,a,7,a,6.4,,6,a,5.6,a,5.1,a,4.7,b
164, Madagascar,149.5,,149.2,,155.1,,149.5,,134.3,,131.4,a,128.6,a,125.7,a,122.9,a,120,,117.4,a,114.8,a,112.2,a,109.6,b
174, Malawi,193.2,,159.3,,160.9,,155.7,,154.5,,152.5,a,150.4,a,148.4,a,146.3,a,144.2,,141.3,a,138.5,a,135.6,a,132.7,b
62, Malaysia,19.8,,19.1,,14.8,,13,,12.7,,12.8,a,12.9,a,13,a,13.1,a,13.1,,13.2,a,13.3,a,13.3,a,13.4,b
95, Maldives,171.3,,102.6,,44.5,,22.1,,15.3,,14.4,a,13.5,a,12.6,a,11.7,a,10.8,,10.1,a,9.3,a,8.6,a,7.8,b
184, Mali,194.4,,196.3,,190.9,,186.3,,185.5,,184.2,a,182.8,a,181.5,a,180.2,a,178.9,,176.5,a,174,a,171.6,a,169.1,b
28, Malta,12.4,,12,,18.4,,20.5,,18,,17.1,a,16.1,a,15.2,a,14.2,a,13.3,,13.2,a,13.1,a,13,a,12.9,b
157, Mauritania,108.6,,104,,100.4,,93.8,,85.8,,84.4,a,83.1,a,81.7,a,80.4,a,79,,77,a,75,a,73,a,71,b
66, Mauritius,44.7,,42.6,,36.3,,36.5,,34.9,,33.6,a,32.3,a,31,a,29.7,a,28.4,,27.7,a,27.1,a,26.4,a,25.7,b
74, Mexico,88.5,,84.8,,83,,76.1,,70.3,,69.4,a,68.6,a,67.7,a,66.8,a,66,,64.6,a,63.2,a,61.8,a,60.4,b
136, Micronesia (Federated States of),53.5,,48.4,,44.8,,34.3,,25.4,,24.1,a,22.7,a,21.3,a,19.9,a,18.6,,17.4,a,16.2,a,15.1,a,13.9,b
90, Moldova (Republic of),48.6,,63.2,,58.1,,31,,27.2,,26.9,a,26.6,a,26.3,a,26,a,25.8,,24.9,a,24.1,a,23.3,a,22.4,b
99, Mongolia,33.9,,38.4,,31.4,,21.5,,19.2,,20.7,a,22.2,a,23.6,a,25.1,a,26.6,,27.7,a,28.8,a,29.9,a,31,b
48, Montenegro,32.1,,26.3,,21.8,,16.5,,18.7,,17.6,a,16.6,a,15.5,a,14.4,a,13.3,,12.3,a,11.3,a,10.3,a,9.3,b
121, Morocco,45.4,,37.1,,34.8,,36,,32.7,,32.9,a,33.1,a,33.3,a,33.4,a,33.6,,33,a,32.3,a,31.7,a,31,b
181, Mozambique,176.6,,187.4,,186,,181.2,,170.8,,168.5,a,166.2,a,163.8,a,161.5,a,159.1,,156.5,a,153.9,a,151.3,a,148.6,b
147, Myanmar,50,,42.4,,39.1,,37.1,,33.1,,32.5,a,31.8,a,31.1,a,30.5,a,29.8,,29.5,a,29.2,a,28.8,a,28.5,b
130, Namibia,101,,91.7,,89.2,,82,,81.1,,80.6,a,80.2,a,79.8,a,79.4,a,79,,75.1,a,71.3,a,67.5,a,63.6,b
142, Nepal,131.3,,131.9,,125.1,,104.9,,88.9,,86.3,a,83.8,a,81.2,a,78.6,a,76.1,,73.3,a,70.6,a,67.9,a,65.1,b
8, Netherlands,6.9,,7.1,,6.2,,7.1,,5.3,,5.1,a,5,a,4.8,a,4.6,a,4.4,,4.3,a,4.1,a,4,a,3.8,b
14, New Zealand,31.9,,33.4,,29.9,,26.7,,30.1,,28.7,a,27.2,a,25.8,a,24.4,a,22.9,,22,a,21.1,a,20.2,a,19.3,b
128, Nicaragua,158.4,,147.4,,127.5,,112.7,,102.3,,100.7,a,99,a,97.3,a,95.6,a,93.9,,91.7,a,89.5,a,87.2,a,85,b
189, Niger,225.1,,222.8,,219.6,,215.5,,209.6,,207.8,a,206.1,a,204.3,a,202.5,a,200.7,,197.2,a,193.6,a,190.1,a,186.5,b
161, Nigeria,154.9,,143.4,,136.6,,130.3,,123.2,,122,a,120.7,a,119.5,a,118.3,a,117,,114.6,a,112.2,a,109.8,a,107.3,b
82, North Macedonia,48.7,,43.2,,34.8,,23.7,,20.7,,20.2,a,19.6,a,19.1,a,18.6,a,18,,17.4,a,16.9,a,16.3,a,15.7,b
1, Norway,17.8,,15.7,,12.8,,10,,8.9,,8.3,a,7.8,a,7.2,a,6.6,a,6,,5.8,a,5.6,a,5.4,a,5.1,b
60, Oman,93.9,,72.9,,43.5,,21.1,,13.6,,13.9,a,14.2,a,14.4,a,14.7,a,15,,14.5,a,14,a,13.5,a,13.1,b
154, Pakistan,95.2,,80,,64.3,,51.1,,43.6,,43.2,a,42.8,a,42.3,a,41.9,a,41.5,,40.8,a,40.2,a,39.5,a,38.8,b
115," Palestine, State of",100,,110.1,,97,,70.5,,65.8,,64.8,a,63.8,a,62.8,a,61.8,a,60.8,,58.8,a,56.8,a,54.8,a,52.8,b
57, Panama,102.6,,98,,94,,89.7,,87.9,,87.7,a,87.5,a,87.3,a,87.1,a,86.9,,85.6,a,84.3,a,83.1,a,81.8,b
155, Papua New Guinea,83.6,,75.8,,71.6,,65,,61.1,,60.2,a,59.3,a,58.4,a,57.5,a,56.6,,55.6,a,54.6,a,53.6,a,52.7,b
103, Paraguay,92.9,,92.4,,90.2,,84.8,,78.3,,77.3,a,76.2,a,75.1,a,74,a,72.9,,72.3,a,71.7,a,71.1,a,70.5,b
79, Peru,86,,80.3,,73.9,,71.5,,71.6,,69.7,a,67.9,a,66,a,64.2,a,62.3,,61,a,59.6,a,58.2,a,56.9,b
107, Philippines,50.1,,51,,49.1,,53.9,,54.6,,55.1,a,55.7,a,56.2,a,56.7,a,57.3,,56.5,a,55.7,a,54.9,a,54.2,b
35, Poland,32.5,,29.4,,19,,15.5,,15.9,,15.6,a,15.3,a,15,a,14.7,a,14.3,,13.4,a,12.4,a,11.5,a,10.5,b
38, Portugal,28,,21.8,,20.4,,20.2,,16.2,,15.3,a,14.3,a,13.3,a,12.4,a,11.4,,10.7,a,9.9,a,9.1,a,8.4,b
45, Qatar,57.7,,44,,22.8,,19,,15.2,,14.4,a,13.7,a,12.9,a,12.1,a,11.3,,10.9,a,10.6,a,10.3,a,9.9,b
49, Romania,58.5,,47.2,,40.3,,35.5,,41.6,,40.6,a,39.6,a,38.6,a,37.6,a,36.6,,36.5,a,36.4,a,36.3,a,36.2,b
52, Russian Federation,49.2,,51.8,,35.1,,27.6,,29.6,,29,a,28.4,a,27.7,a,27.1,a,26.4,,25,a,23.6,a,22.1,a,20.7,b
160, Rwanda,70.2,,58.7,,52.6,,46.6,,40.4,,40.4,a,40.5,a,40.5,a,40.5,a,40.5,,40.2,a,39.8,a,39.5,a,39.1,b
86, Saint Lucia,120.8,,94.6,,69.8,,54.6,,48.2,,47.4,a,46.6,a,45.8,a,45,a,44.2,,43.3,a,42.4,a,41.4,a,40.5,b
97, Saint Vincent and the Grenadines,95.1,,88,,76.1,,64.6,,58.9,,58,a,57.2,a,56.3,a,55.4,a,54.5,,53.1,a,51.8,a,50.4,a,49,b
111, Samoa,39.4,,33.7,,45.1,,37,,31.7,,31,a,30.3,a,29.6,a,28.9,a,28.3,,27.2,a,26.1,a,25,a,23.9,b
135, Sao Tome and Principe,130.4,,124.3,,115.9,,110.9,,106,,104.9,a,103.8,a,102.7,a,101.5,a,100.4,,99,a,97.5,a,96.1,a,94.6,b
40, Saudi Arabia,84.7,,59.9,,36.4,,21.3,,12.3,,11.9,a,11.6,a,11.2,a,10.8,a,10.4,,9.6,a,8.9,a,8.1,a,7.3,b
168, Senegal,142.9,,123.1,,109.7,,100.3,,93.5,,91.5,a,89.6,a,87.6,a,85.6,a,83.6,,80.9,a,78.2,a,75.4,a,72.7,b
64, Serbia,46.2,,36,,29.4,,25.6,,22.3,,21.6,a,20.9,a,20.2,a,19.5,a,18.8,,17.8,a,16.7,a,15.7,a,14.7,b
67, Seychelles,67.6,,68.1,,57.9,,57.9,,59.9,,60.2,a,60.5,a,60.8,a,61,a,61.3,,61.5,a,61.7,a,61.9,a,62,b
182, Sierra Leone,192.2,,177.8,,166.1,,157.4,,146.1,,142.2,a,138.3,a,134.4,a,130.5,a,126.6,,123.2,a,119.7,a,116.3,a,112.8,b
11, Singapore,8,,7.9,,7.4,,7.5,,6,,5.6,a,5.1,a,4.7,a,4.3,a,3.9,,3.8,a,3.7,a,3.6,a,3.5,b
39, Slovakia,51,,45.4,,27.2,,20.7,,21.1,,21.4,a,21.7,a,21.9,a,22.2,a,22.5,,23.3,a,24.1,a,24.9,a,25.7,b
22, Slovenia,34.7,,19.5,,9.2,,5.9,,5.2,,5.1,a,5,a,4.9,a,4.8,a,4.7,,4.5,a,4.3,a,4,a,3.8,b
151, Solomon Islands,98.9,,84.8,,71.1,,70.1,,62.6,,65.7,a,68.8,a,71.8,a,74.9,a,78,,78,a,78,a,78,a,78,b
.., Somalia,76.8,,101.7,,126.6,,127.4,,127.1,,123.8,a,120.4,a,117.1,a,113.7,a,110.4,,107.8,a,105.2,a,102.7,a,100.1,b
114, South Africa,105.2,,90.3,,77.1,,65.8,,67.3,,68.2,a,69.1,a,70.1,a,71,a,72,,71,a,69.9,a,68.9,a,67.9,b
185, South Sudan,141.2,,136.1,,129.8,,119.9,,98.3,,94.3,a,90.2,a,86.2,a,82.1,a,78.1,,74.1,a,70.1,a,66,a,62,b
25, Spain,15.1,,9.7,,8,,10.2,,12.7,,12,a,11.2,a,10.5,a,9.7,a,9,,8.7,a,8.3,a,8,a,7.7,b
72, Sri Lanka,33.5,,29.3,,29.2,,27.9,,22.3,,22.2,a,22.1,a,22,a,21.9,a,21.8,,21.6,a,21.4,a,21.2,a,20.9,b
170, Sudan,101.5,,108,,110.9,,120,,110.4,,104.3,a,98.2,a,92.2,a,86.1,a,80,,76,a,72,a,68,a,64,b
