"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.76390981674194","4.39554023742676","4.71468019485474","4.73986005783081","4.92364978790283","","4.40848016738892","4.68132019042969","","4.81504011154175","4.9992299079895","5.9247899055481","6.92926979064941","6.11913013458252","6.54905986785889","6.50538015365601","5.90521001815796","5.97570991516113","5.52414989471436","","","","",
"Africa Eastern and Southern","AFE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","4.09021997451782","","","","","","","","","","","","","","4.78669977188111","3.98310995101929","4.67360997200012","","","3.74496006965637","4.01986980438232","3.88306999206543","","4.52595520019531","","4.51914501190186","","","4.61024498939514","4.60201978683472","4.68111991882324","4.21995997428894","4.76202011108398","4.83458995819092","","",
"Afghanistan","AFG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","1.16035997867584","1.11717998981476","1.42788004875183","","1.30332005023956","","","","1.7398099899292","1.84092998504639","1.90917003154755","1.72997999191284","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4794499874115","3.4620099067688","2.60419988632202","3.45445990562439","3.69521999359131","3.2558000087738","4.22836017608643","4.0588698387146","","","",
"Africa Western and Central","AFW","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53709006309509","2.59340000152588","2.42614006996155","2.63659501075744","2.77210998535156","2.79026997089386","2.84207499027252","2.74145007133484","3.05265498161316","2.74129009246826","3.10942006111145","3.07808995246887","2.87711489200592","3.01340007781982","3.02971005439758","3.6480700969696","3.73579502105713","3.02533996105194","3.70264494419098","3.51104998588562","","",
"Angola","AGO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","4.09021997451782","5.72269010543823","5.05850982666016","","","","","","","","","","","2.56712007522583","","2.60753011703491","","","","","2.12011003494263","2.28146004676819","","","","3.42131996154785","","","","","","","","","","",
"Albania","ALB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.44697999954224","3.81464004516602","3.08350992202759","3.37947010993958","3.53697991371155","3.59293007850647","3.4301700592041","3.45869994163513","3.11779999732971","3.13824009895325","3.22751998901367","3.28154993057251","3.1914598941803","3.27592992782593","","","","","","3.53929996490479","","3.43796992301941","3.96209001541138","3.61172008514404","","","",
"Andorra","AND","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71327996253967","","","","","1.65971004962921","","1.54411995410919","1.64497005939484","2.24489998817444","2.10469007492065","2.87392997741699","3.14292001724243","2.97662997245789","2.98706007003784","","2.50616002082825","3.07420992851257","3.28034996986389","3.23707008361816","3.21708989143372","3.2467200756073","3.15161991119385","",
"Arab World","ARB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.67072010040283","","","","4.33701992034912","","","","","","","","","","","","",
"United Arab Emirates","ARE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.4580899477005","","1.93620002269745","1.78051996231079","1.92351996898651","1.84360003471375","1.16563999652863","1.71984004974365","1.93554997444153","2.4002799987793","2.60715007781982","","1.59786999225616","1.61749994754791","2.56972002983093","1.36186003684998","1.261549949646","1.28229999542236","","1.04612004756927","1.06737995147705","","","","","","3.73198008537292","","4.03986978530884","4.52167987823486","4.58030986785889","4.833740234375","4.01734018325806","3.53504991531372","3.48652005195618","3.86000990867615","4.12821006774902","4.46260023117065","4.84440994262695","5.53105020523071","5.01971006393433","5.29062986373901","5.34582996368408","5.43661022186279","5.36144018173218","5.77611017227173","5.54548978805542","5.46223020553589","","","",
"Armenia","ARM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.84843003749847","","","2.23518991470337","2.77273011207581","2.46943998336792","2.13504004478455","2.1450400352478","2.48673009872437","2.71202993392944","2.71577000617981","3.01893997192383","3.17272996902466","3.84079003334045","3.24900007247925","3.14385008811951","2.77248001098633","2.65018010139465","2.24724006652832","2.80591011047363","2.75812005996704","2.70759010314941","","","",
"American Samoa","ASM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.75396990776062","","","3.39427995681763","","","","","","","2.51724004745483","","","","","","","","","","","",
"Australia","AUS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","6.00891017913818","5.89693021774292","5.65407991409302","","5.47975015640259","5.37201023101807","","5.40542984008789","5.28063011169434","5.06994009017944","4.91831016540527","4.7491397857666","4.67634010314941","4.79478979110718","4.69240999221802","5.51652002334595","5.2547402381897","5.14390993118286","5.24097013473511","","","","4.89146995544434","","","","","4.91029977798462","4.75019979476929","4.66089010238647","4.63776016235352","5.08582019805908","5.55005979537964","5.07451009750366","4.86899995803833","5.22974014282227","5.16477012634277","5.31127023696899","5.276780128479","5.12424993515015","","","",
"Austria","AUT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.14716005325317","4.28235006332397","4.45015001296997","4.51547002792358","4.65594005584717","5.12796020507813","5.23765993118286","4.95401000976563","5.1597900390625","5.03815984725952","5.00896978378296","5.36780977249146","5.36298990249634","5.30378007888794","5.29446983337402","5.29721021652222","5.49995994567871","5.3761100769043","5.19073009490967","5.01816987991333","4.95725011825562","5.10321998596191","5.2969799041748","5.2519998550415","","5.42834997177124","5.25990009307861","","6.10374021530151","6.11233997344971","5.58880996704102","5.57547998428345","5.52213001251221","5.36183023452759","5.30243015289307","5.24937009811401","5.22652006149292","5.14690017700195","5.26395988464355","5.73024988174438","5.70047998428345","5.59226989746094","5.48040008544922","5.54711008071899","5.44761991500854","5.45658016204834","5.48435020446777","5.35803985595703","","","",
"Azerbaijan","AZE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.05797004699707","","","3.33736991882324","3.51256990432739","","3.38001990318298","4.21214008331299","3.85399007797241","3.50342011451721","3.15445995330811","3.2861499786377","3.44770002365112","2.97462010383606","2.55552005767822","2.5492799282074","2.44092988967896","3.22430992126465","2.78062009811401","2.43564009666443","2.06763005256653","2.44213008880615","2.63303995132446","2.95167994499207","2.90340995788574","2.47381997108459","2.45543003082275","","",
"Burundi","BDI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","2.80335998535156","","3.34676003456116","","","","","","","","","3.35932993888855","3.49365997314453","3.8058500289917","","4.565269947052","5.01511001586914","4.08324003219604","","","3.41744995117188","2.64547991752625","2.90390992164612","3.00493001937866","","3.74496006965637","3.632159948349","","","5.19290018081665","6.17194986343384","6.77524995803833","6.31925010681152","6.16786003112793","5.99535989761353","6.78452014923096","6.37054014205933","4.69199991226196","4.76202011108398","5.07864999771118","","",
"Belgium","BEL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","5.76281976699829","5.73104000091553","5.98883008956909","5.43633985519409","5.38035011291504","5.31063985824585","5.4353199005127","5.31673002243042","","","","4.85229015350342","4.57712984085083","4.30072021484375","","","","","5.37231016159058","5.41103982925415","2.98866009712219","3.04947996139526","","","","","","","","","5.79585981369019","","","6.33294010162354","6.45809984207153","6.44259023666382","6.43199014663696","","6.63052988052368","6.59046983718872","6.4515700340271","6.45953989028931","6.41228008270264","","","",
"Benin","BEN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.74788999557495","1.92193996906281","2.11366009712219","2.36509990692139","2.15949010848999","2.28315997123718","2.56690001487732","2.6566801071167","2.56340003013611","2.36331009864807","2.77728009223938","3.08927011489868","3.67997002601624","","3.56202006340027","3.3275101184845","3.161789894104","3.17298007011414","2.89910006523132","3.53558993339539","2.93396997451782","","",
"Burkina Faso","BFA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","1.67982995510101","","1.9617999792099","","","1.75448000431061","","1.76396000385284","","","1.42607998847961","","","","","","3.45110011100769","","1.44026005268097","","","","","","","","","3.94113993644714","3.98218989372253","4.07983016967773","","","3.50222992897034","3.98515009880066","3.60315990447998","4.08343982696533","4.05329990386963","3.67008996009827","","5.60346984863281","5.38379001617432","","",
"Bangladesh","BGD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","1.13092994689941","0.937600016593933","1.07149994373322","1.01163995265961","1.03267002105713","1.22302997112274","1.27118003368378","1.34349000453949","1.51364004611969","","","1.51911997795105","1.42566001415253","1.63177001476288","1.69262003898621","","","","1.95246994495392","","2.13281989097595","2.12508010864258","2.17193007469177","2.01714992523193","2.06939005851746","1.94014000892639","","2.13128995895386","2.20221996307373","2.0545699596405","1.9394199848175","","2.13269996643066","2.17549991607666","1.96616005897522","","","1.53553998470306","","","1.32632005214691","",
"Bulgaria","BGR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","3.52947998046875","","","","","","","","","","4.45406007766724","5.42961978912354","5.26045989990234","4.95048999786377","4.1706600189209","2.37207007408142","2.23007988929749","","2.73942995071411","","","3.38423991203308","3.38608002662659","3.99845004081726","2.31995010375977","4.10879993438721","3.90346002578735","3.68264007568359","4.2223801612854","4.27628993988037","3.88239002227783","3.56643009185791","3.49484992027283","4.07420015335083","","","","4.09250020980835","","","",
"Bahrain","BHR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.87440991401672","2.57500004768372","2.49677991867065","","","","2.64530992507935","2.47689008712769","2.46745991706848","2.66808009147644","","2.32781004905701","","","",
"Bahamas, The","BHS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.23284006118774","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.00001001358032","6.19661998748779","","","","5.7122597694397","5.8710298538208","6.07696008682251","5.15210008621216","","4.3689398765564","5.22003984451294","4.68479013442993","4.95964002609253","5.0094199180603","4.81830978393555","4.78751993179321","4.94654989242554","4.79499006271362","","","",
"Belize","BLZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.44343996047974","5.02842998504639","5.79708003997803","","5.24905014038086","5.33630990982056","","","","5.77263021469116","6.17812013626099","6.71981000900269","","","6.42536020278931","6.61472988128662","6.8888897895813","7.28477001190186","7.50989007949829","7.56149005889893","","",
"Bermuda","BMU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","4.10790014266968","","3.43442010879517","","","","","","","","","","3.03449010848999","","","","","3.13619995117188","3.15065002441406","3.47604990005493","","","","","","2.15227007865906","","","","","1.6662700176239","1.77587997913361","1.98877000808716","","","","2.61519002914429","2.64421010017395","","","","1.78285002708435","1.69860005378723","","1.50039005279541","","","",
"Bolivia","BOL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.56816005706787","","","4.75665998458862","3.80062007904053","3.94893002510071","3.84468007087708","3.75037002563477","","3.97447991371155","4.47908020019531","4.87060022354126","4.97425985336304","5.26883983612061","5.46355009078979","5.64879989624023","5.73741006851196","5.85510015487671","5.8388500213623","5.94848012924194","6.24105978012085","6.314040184021","6.32254981994629","","","",
"Barbados","BRB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","5.94479990005493","6.51715993881226","","","","","","","","","","","","","","6.63870000839233","","","","","","","","4.34123992919922","4.71585988998413","6.05536985397339","5.88062000274658","6.24569988250732","6.02428007125854","5.66965007781982","","5.22038984298706","4.92259979248047","5.11617994308472","6.0543999671936","","5.26274013519287","5.14899015426636","6.14349985122681","","4.9513897895813","4.36638021469116","","","",
"Brunei Darussalam","BRN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","6.23915004730225","4.99501991271973","4.03928995132446","8.79329013824463","3.39270997047424","1.96133995056152","1.97008001804352","","2.11423993110657","1.54551994800568","1.1910799741745","1.61678004264832","1.69714999198914","","","","","4.73773002624512","5.40902996063232","4.69012022018433","3.95995998382568","3.66894006729126","3.74768996238709","4.29403018951416","","","","","5.25395011901855","4.9320502281189","3.70590996742249","","","","","","","","","","2.04661011695862","3.32209992408752","2.88959002494812","","3.35318994522095","","4.42540979385376","","","","",
"Bhutan","BTN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.51379013061523","5.91572999954224","","","6.60906982421875","7.28714990615845","","","4.91159009933472","4.74174022674561","4.12473011016846","4.76523017883301","","5.72275018692017","6.04489994049072","7.59009981155396","6.99333000183105","7.2257399559021","6.85084009170532","","",
"Botswana","BWA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.38723993301392","3.90638995170593","3.2627899646759","3.67424011230469","5.64942979812622","6.06396007537842","5.40031003952026","5.95213985443115","6.14172983169556","5.46931982040405","","","5.55226993560791","5.55166006088257","5.65072011947632","5.18592977523804","6.11773014068604","6.15111017227173","","5.73963022232056","","6.84061002731323","","","","","","","","","","","","","10.6785898208618","","8.85149002075195","","9.63292026519775","","","","","","","","","","","",
"Central African Republic","CAF","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","3.17053008079529","","","","","","","","2.20775008201599","2.54804992675781","","","2.2441999912262","2.27630996704102","","","","","","","","1.69001996517181","1.61265003681183","","1.5195699930191","1.53980004787445","1.6245299577713","1.65222001075745","1.41506004333496","1.31332004070282","1.29000997543335","1.25458002090454","1.11760997772217","1.10792005062103","","","","","","","","","",
