Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,18-09-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Chile,CHL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,10.25835777,6.635025759,5.860497106,7.453043826,11.38344514,13.48040823,13.16113038,9.009796155,7.623176234,9.782862228,9.135714075,5.820901778,6.771242126,9.294331049,8.078195377,9.523389791,7.385325687,9.001279796,12.43990296,13.41848928,11.64126808,9.44944789,7.797299486,6.070974235,7.14277977,8.240592102,6.751071433,6.716030689,4.914845901,5.839079257,6.942394844,6.513311036,6.587007885,7.410627228,11.90149934,13.17385894,21.44034577,21.42063534,19.58974307,14.73897843,18.18618444,18.70617481,16.53345587,15.26770212,14.92414458,12.19587705,
China,CHN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.816483684,0.805582102,0.940827648,1.811959818,4.682010938,6.770194176,8.486141448,8.825659628,10.44109793,16.2599482,19.00303523,18.34674918,15.18502415,11.5001558,9.683732094,9.289627912,5.393237841,6.038944783,5.93593467,6.657213049,8.236416574,5.363976599,4.615246329,3.780922849,2.865645331,2.808036411,2.69415332,2.136477104,1.309610536,1.428593674,2.465729351,2.452746133,1.791846108,1.97679057,4.642779065,5.085998984,5.561676539,6.309806907,9.845059168,3.746551967,6.254526741,7.807905921,4.978807081,4.070224718,2.907387543,1.276208883,
Cote d'Ivoire,CIV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,5.882119608,5.648935825,6.249129835,7.463187892,6.977363725,5.739879044,5.841877201,5.292520997,4.334079925,4.789501553,4.958962581,4.804957479,6.12588201,6.344189627,5.650519636,4.950800148,3.757806531,3.426010061,2.87623853,2.950876424,4.102495573,3.508319757,3.48392281,3.399761569,5.334137137,5.082443004,4.696614663,4.312470594,3.794842115,3.336150149,4.286963106,3.285568754,3.451776783,3.612383218,3.595833429,5.471314272,8.04444269,7.155094545,8.09462996,5.538407294,6.435129731,8.813254412,8.384066232,6.616992141,5.543796082,5.482997791,
Cameroon,CMR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,3.876029495,3.458218881,3.562986965,4.502066303,4.271211503,4.305887814,4.042825032,5.5602858,5.754084498,9.436110969,12.33216552,10.61501461,9.089221826,9.265426216,12.20272451,15.32847735,6.533502297,8.074161705,6.547425738,10.90024557,14.41386358,8.267852818,8.962174443,6.670104512,8.89324762,11.0459064,11.13317561,10.11029228,6.585636024,6.439062703,12.53282049,7.299567286,6.463124866,6.664686709,7.37688042,9.123825323,10.49541833,11.07222864,12.63246815,6.996936714,8.393420553,9.957577333,10.50979243,9.405333157,8.440558958,6.167600645,
"Congo, Dem. Rep.",COD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,11.5830054,7.689831885,7.412327671,12.01516283,11.81230592,6.952738479,7.945177909,8.206436402,6.512212084,8.64918975,11.27009242,10.3345783,10.21434845,10.95046844,14.15008922,13.93981153,13.26772179,16.79354449,18.82132576,20.49163954,20.3396077,17.95790988,17.88125413,11.03492807,24.46245144,37.1354017,37.42208798,33.03761611,32.4023271,28.80415077,7.636860145,18.51487867,18.84967793,29.72276229,25.35577142,24.24951095,25.64298919,29.76939706,32.1326761,33.36004505,35.32450811,38.51748277,38.76097957,40.59346832,37.86012765,34.01657923,
"Congo, Rep.",COG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,6.633287775,5.894932868,5.822553606,9.630731401,31.87899034,18.4721304,23.07223471,23.51505188,26.34951333,48.01219695,43.14663904,32.00469262,22.75941787,30.2623048,31.31519007,32.89153635,19.30701041,26.19285963,26.15952853,40.38211087,47.01221545,28.38565951,30.14122257,47.23083246,43.56094496,40.92123931,44.75377763,50.75829805,32.0502754,47.20744732,62.69263159,49.61384357,44.95239244,40.49283821,44.63472796,55.93675461,58.74590454,51.16704783,53.95295882,35.65420243,49.13688848,60.10938308,57.95507155,45.34886322,39.1966417,23.34277804,
Colombia,COL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.512444495,0.541672576,0.62733297,0.834234539,3.275736583,3.437782383,3.085897208,2.304660722,1.924785777,3.860251069,4.537624371,3.663592281,2.533659582,3.1509284,3.127466949,3.52292395,2.391184245,4.258445958,3.211834058,5.054270197,7.281885732,3.991011401,3.494207896,2.909966405,1.869487901,2.388815923,3.092219726,2.528140606,1.411080993,3.400713346,5.080848721,3.317977935,3.410149141,4.195636854,5.671890934,6.095772254,7.019907046,6.355289089,8.358954638,4.370025698,6.26613994,9.276493195,7.971543908,7.057252635,6.436333163,3.578607765,
Comoros,COM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,1.399625842,1.394723151,2.213927864,1.362678558,1.322857112,0.887537435,1.063674742,0.868647429,0.93839018,1.029904183,1.259570541,1.293059333,1.258243816,1.088000358,1.875675808,2.903782653,2.964695385,3.025300293,3.147127282,2.183126358,2.40935531,2.178782783,2.362799041,2.852631889,2.123452204,2.202198324,2.175157895,2.718532647,3.005498498,3.022761463,2.727865064,2.851042006,3.401424209,3.26990648,3.215611307,4.612404047,
Cabo Verde,CPV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,1.05674915,0.961535733,1.397348355,0.88087761,0.857443127,0.57379176,0.695834672,0.545163434,0.546833275,0.555401604,0.59928651,0.600153243,0.56661599,0.335031602,0.515889408,0.691968151,0.699582407,0.695863673,0.706620847,0.367855417,0.414263908,0.396626069,0.447182205,0.615835443,0.513253874,0.496661145,0.425894536,0.489084652,0.478993182,0.544044637,0.488298295,0.504031768,0.631569353,0.616474913,0.63743089,0.97317191,
Costa Rica,CRI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,4.138109348,3.81416476,3.968461117,5.863249495,5.390086998,7.255321657,5.570561,5.778399732,5.626145811,6.959561079,5.352925262,8.516172569,12.01025879,4.019606263,2.340676552,1.996724039,2.029301799,2.527530628,2.319567507,2.150327665,2.540996248,2.768683495,2.582082799,2.213802031,2.380849377,2.902388213,2.571636696,2.288070602,1.520191553,1.157336224,1.018117089,1.054867944,0.95407919,0.985504147,0.939443757,0.971859157,1.329409392,1.446885422,1.316452036,1.19396055,1.646853092,1.243412255,1.215637493,1.239350886,1.456737563,1.256184932,
Caribbean small states,CSS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,6.592002457,6.179363015,5.400692537,5.152821815,16.10567452,12.79719337,13.59054825,12.77864599,13.00303538,24.10977138,21.93831326,15.49523858,8.295847693,9.155611378,10.53695945,10.5285126,5.495757936,6.765560447,4.881239961,7.667699646,9.859019515,6.444337038,2.743268019,2.328368549,2.333904947,1.667213285,5.611960925,1.545119732,1.256019236,0.995047063,0.890428317,0.950607543,0.745494989,4.213937104,4.722203054,10.414216,12.82975459,12.09470806,12.98683476,4.420908619,9.558437179,13.47202089,14.41774525,12.98867279,11.96678608,3.595218167,
Cuba,CUB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.866818176,0.70852524,0.626260354,0.553991793,0.522979221,0.649947025,0.711552843,0.685942538,0.351568305,0.670652127,0.786851251,0.609575651,0.56300058,0.510637428,0.435454153,0.500735672,0.217694339,0.313637671,1.472163572,1.584957279,0.802894761,0.620795244,0.595905881,0.487339441,0.42965539,0.698058093,0.856129663,0.757943948,0.3798444,0.555271455,1.772753898,0.937214568,1.367839435,2.026833497,2.806731555,3.133835161,4.104200476,6.904052316,3.621751682,1.783425868,2.963843293,3.560657866,2.722254949,2.214203567,2.052067502,0.805226822,
Curacao,CUW,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,
Cyprus,CYP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,1.33562174,1.653920083,0.730418414,0.440296104,0.218301396,0.14934659,0.089694471,0.081179041,0.085201724,0.072369801,0.06930659,0.046626312,0.037944828,0.047556245,0.050036182,0.030395156,0.019991902,0.013599553,0.013240143,0.009598808,0.007823779,0.022450823,0.042430637,0.019324264,0.016927453,0.029031782,0.018441906,0.011799089,0.009389718,0.011358471,0.000719017,0.000578658,0.00845448,0.007240647,0.033668358,0.060687724,0.094917804,0.108455348,0.085452345,0.06898029,0.062873346,
Czech Republic,CZE,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.395793347,1.658234244,1.052794722,0.931383727,0.691041207,0.711029754,0.660175606,0.630410072,0.492963635,0.432882858,0.555517958,0.815830552,0.464876077,0.425625396,0.922438153,0.804718811,0.779289963,0.693689392,1.518387123,0.668920144,0.90066778,1.030271079,0.598275266,0.364036889,0.169544255,0.139449272,
Germany,DEU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.22523334,0.233376677,0.189733761,0.211256819,0.350314076,0.728463632,0.77259636,0.653131646,0.486853779,0.478317623,0.60600869,0.964292193,0.990902887,0.667492367,0.564646592,0.600963441,0.274284662,0.165027183,0.148868071,0.188348584,0.245012697,0.141100692,0.099553638,0.077871639,0.062666439,0.065553766,0.070455823,0.067055178,0.051271541,0.046069958,0.096011207,0.12608707,0.097919153,0.094307656,0.138413579,0.146946561,0.160068815,0.158649387,0.278459487,0.139856714,0.158823285,0.198295921,0.145775613,0.104703877,0.094353857,0.067989468,
Djibouti,DJI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.174830504,,0.552230097,0.562759523,0.588732441,0.568218463,0.583263428,0.496362278,0.380891594,0.418635435,0.632478856,0.664007194,0.676909113,0.947348472,0.391087418,0.382079268,0.415974591,0.454277724,0.623059168,0.573154706,0.529249755,0.616385692,0.523310117,0.790439022,0.743212074,0.838156181,0.88846349,0.806610714,0.736637706,1.069314374,0.91861147,
Dominica,DMA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,0.240359724,0.193428887,0.224213062,0.188609594,0.149985597,0.292591632,0.088946156,0.045812332,0.026264335,0.022835713,0.019528287,0.016969461,0.016076157,0.051459218,0.056072559,0.04953461,0.036309184,0.040713503,0.049363381,0.034136568,0.046716973,0.038360367,0.031549792,0.024740936,0.024066616,0.021843983,0.022368997,0.021583646,0.020845967,0.028672026,0.027065259,0.026123925,0.02198654,0.049155031,0.041231388,0.041410336,0.048238415,0.064045384,0.065965938,
Denmark,DNK,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.068123761,0.055822258,0.056550204,0.0613595,0.053216136,0.056513312,0.065806635,0.08298493,0.075073225,0.12181358,0.123340117,0.209233657,0.343163509,0.43043546,0.458436133,0.572526884,0.274428774,0.346593874,0.271823971,0.499053743,0.570021886,0.354212176,0.337295656,0.379089682,0.348339399,0.328435698,0.481824328,0.479440857,0.135050952,0.456426185,1.427455481,1.158047992,1.131765577,1.093913184,1.320813123,1.855049611,1.949953801,1.629808156,1.946071946,1.136800165,1.301374141,1.685373906,1.618981453,1.236153617,1.02003823,0.518624291,
Dominican Republic,DOM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.728649885,0.782292041,1.935529121,2.676431932,2.675581824,2.167350091,2.02592322,1.793334573,0.885046303,2.093302175,3.181953587,2.053179923,0.960346364,1.166024889,0.791711874,1.445806895,0.566761007,1.202404329,5.71665409,4.483808712,2.010152062,1.224480909,0.667547614,0.147610535,0.670033354,0.980524066,0.700989225,0.600732021,0.058260804,0.322543387,0.73770483,0.299397017,0.404816913,1.152229406,1.945423348,1.593218882,2.615464562,3.468438419,1.074937373,0.152159297,0.192817175,0.868042943,0.939062808,1.762630475,2.032340459,1.977932094,
Algeria,DZA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.415910751,0.408484345,0.373681974,0.505749289,17.95169904,14.70384052,16.14181588,16.58337912,14.48423566,31.4118311,27.12089643,17.26392043,13.53162569,13.17777812,12.07795155,11.0994433,4.519330577,6.32200612,5.646471478,9.40412335,12.42212979,10.77246056,8.826766434,7.959176847,8.236763397,9.464312175,12.39737023,11.29148593,6.566296914,9.017068822,15.30720329,14.12192924,14.06946845,16.30438692,18.19619724,24.39615783,26.53443332,25.01031844,27.04177096,18.95370072,19.99752275,23.58730344,22.98711408,21.32340209,19.29264485,11.99024429,
East Asia & Pacific (excluding high income),EAP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.774700168,1.87688102,2.544584373,4.382919088,7.477139505,8.354649565,9.800286844,10.3325867,10.80267022,18.37996819,19.11991124,15.54345821,12.1445722,11.20776719,9.82718677,9.230398874,5.969727126,7.100874153,6.626939098,7.693611606,8.80708231,6.045163305,5.559244369,4.643876059,3.845439065,3.730850329,3.525041461,2.935929083,2.102666147,2.205733738,3.531789895,3.199052,2.602960841,2.885682753,5.025415446,5.645994951,6.150356665,6.728311098,9.621911006,4.109183152,6.222751175,7.741958841,5.207205989,4.299571573,3.232973899,1.495562805,
Early-demographic dividend,EAR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.993207727,1.034164387,1.130804136,1.713331372,10.03853112,8.500225346,9.790912441,10.27686395,9.086823959,19.2890725,18.41933063,13.3273605,9.731256219,9.857420023,9.180951245,8.271008022,4.35496485,6.038199368,5.488158451,7.58354971,10.10143826,5.859406474,5.542861857,5.357904705,4.848660424,5.53605358,6.406039648,5.405940763,3.246990131,4.390425725,7.481958779,6.189074785,6.337879975,7.296573801,8.830852775,11.26670002,12.03008179,11.28097804,13.69212114,7.766125252,9.186266014,11.46484902,10.20293937,9.281210562,7.969939713,4.041512396,
East Asia & Pacific,EAS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.863280409,0.891176458,0.979454006,1.53092851,2.500702728,2.820873682,3.061475703,3.042515183,2.394849081,4.241146219,4.689323737,3.679054821,3.122568246,2.822592021,2.533992927,2.546373613,1.272573093,1.245241919,1.155827956,1.309380196,1.525374572,1.01930857,0.940452986,0.768146743,0.680526061,0.707851018,0.798132451,0.729707503,0.565526477,0.566644796,0.925444371,0.964659301,0.872367299,0.976625687,1.685715841,2.122471152,2.621080728,3.253945737,4.940927732,2.30053601,3.597919093,4.611070253,3.290341981,3.061502558,2.413595485,1.230094619,
Europe & Central Asia (excluding high income),ECA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.67598815,0.608015749,0.51607074,0.686962805,1.023414713,0.822730791,0.910078181,0.792520159,0.782961687,0.800225672,1.436475122,1.54409788,1.540470279,1.212187183,1.481486461,1.450717404,0.833229084,1.803786205,3.025426886,7.522556396,9.614262169,5.7272535,5.86126573,5.326815183,5.067386798,5.012000923,6.105827895,5.103142247,2.068604977,4.386372096,9.860973526,10.63440025,8.929608102,8.922771637,9.182359575,10.95827209,11.89255734,10.43305627,12.13282038,8.857706487,9.337022528,11.64825144,11.19521538,9.617280203,9.109145861,6.172349683,
Europe & Central Asia,ECS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.216932274,0.201342469,0.179568713,0.231907075,0.367406836,0.506590842,0.574090799,0.54749925,0.488427331,0.768395661,0.921166517,1.002717546,0.881984018,0.962823372,1.001361962,1.019166861,0.440724855,0.442600103,0.431118853,1.214767827,1.431942492,0.822510507,0.722073555,0.721384181,0.613581268,0.604664676,0.745851109,0.67326659,0.259887461,0.478275151,1.202754669,1.215199302,1.062045179,1.060244559,1.211500723,1.638332409,1.947369347,1.840488736,2.407125008,1.559763135,1.852730968,2.505179434,2.582791606,2.232095113,1.976225195,1.202176682,
Ecuador,ECU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.582413699,0.689559193,0.733130929,0.999657813,5.592179879,4.479111772,4.913224342,3.686244281,3.711452721,10.33304438,10.14116206,7.031682351,4.882881604,7.998586125,8.264538559,8.613643979,3.913905849,5.083335874,6.129967118,8.62771047,11.48136343,5.774814176,6.472546399,5.87073861,5.505929184,6.303781054,7.708797026,5.95904428,2.902308922,6.581260054,14.56284637,7.997753298,7.168232163,8.125522373,12.13694044,16.5310464,17.44405439,15.60379504,17.45020375,8.124507144,10.86741293,15.43567376,13.55971613,12.35422607,10.79408306,3.85857414,
"Egypt, Arab Rep.",EGY,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.376670316,0.319960858,0.349937634,0.431585154,4.597049558,5.459859987,7.052805533,9.286550384,11.3366524,26.35852288,28.1046905,23.53784824,18.65895433,19.07064045,19.62589812,18.11763544,7.410211287,10.64274292,9.453184905,12.73829483,16.61691191,11.38578899,10.53224173,9.081659798,7.176697119,7.001489447,7.747816425,5.846579006,3.266667863,4.58964605,6.299080037,5.340375228,6.006198969,7.807096713,10.24515617,13.91103528,14.20077586,12.98734576,15.74854235,8.213618282,8.700007604,12.04436799,10.83162583,9.461207116,7.97979352,3.850284184,
Euro area,EMU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.198400998,0.18529227,0.168094247,0.206928049,0.330855085,0.461285558,0.49595078,0.428617998,0.350441864,0.403669764,0.503098226,0.56652649,0.514780965,0.49478669,0.480641382,0.50620267,0.263496953,0.178144269,0.181873714,0.215487764,0.211586889,0.142077816,0.107346765,0.109841224,0.097111706,0.099035466,0.108714386,0.101186463,0.066815731,0.06564228,0.12373597,0.155577697,0.124293857,0.113661665,0.122814433,0.137769011,0.172280055,0.169276719,0.228098809,0.15065479,0.154090767,0.202854727,0.214080832,0.188260569,0.167233222,0.113381474,
Eritrea,ERI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.389152202,6.060079529,8.873038983,7.692320791,7.619295615,7.539467739,4.831667395,4.849844357,4.4877997,3.098196393,4.529917392,3.266503575,3.250351715,2.829224504,3.975320986,4.30280977,2.419410843,1.930897964,19.21517871,,,,,
Spain,ESP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.200315008,0.166308979,0.155875808,0.244228251,0.329725328,0.264148519,0.289223985,0.252140367,0.200728501,0.232844392,0.335707779,0.405760398,0.45822245,0.44658712,0.316434134,0.306475889,0.143558566,0.122468457,0.23326236,0.242599456,0.12834888,0.06920001,0.05472938,0.053923252,0.055097313,0.059035057,0.05430407,0.045648354,0.03798164,0.035137213,0.043059643,0.055360042,0.044826704,0.037649365,0.048327307,0.040281949,0.048406586,0.055281383,0.070855656,0.040588665,0.065045906,0.076766767,0.082999224,0.079896606,0.077740312,0.066497018,
Estonia,EST,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.732728506,1.813699377,1.838562405,1.61428921,1.88226836,2.307978948,2.236583315,1.799737768,1.631119327,0.998448955,0.80510988,0.773353044,0.618750922,0.748706147,0.762743798,1.076101056,1.136785696,1.106634109,1.09998697,1.016734656,0.882827997,
Ethiopia,ETH,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,13.13967003,18.17208175,10.67057767,10.6962729,6.863222378,10.63283654,9.574840543,10.3883826,10.22907509,11.89886901,11.19569393,15.03409741,14.58790128,22.82436038,31.63132929,28.60526031,27.00720712,31.15405302,19.52182379,18.35318323,17.99123259,23.0259023,36.18727171,27.868535,23.2950893,18.90354229,21.99445479,18.86423609,16.55264301,16.14643628,17.98309587,15.50535769,14.42389456,12.54399852,14.28095839,
European Union,EUU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.203696434,0.191408027,0.171072962,0.218621411,0.342561091,0.485803674,0.541819763,0.517858334,0.448543384,0.687981464,0.825061369,0.927259801,0.834195913,0.87846093,0.884837401,0.903074378,0.39228178,0.370216866,0.328721364,0.383247824,0.415501803,0.264476053,0.213783683,0.221941253,0.208833649,0.214768368,0.25006935,0.224540727,0.107925021,0.163492133,0.355095524,0.359063562,0.299516181,0.2757898,0.307972635,0.369852681,0.423763186,0.39582357,0.534842659,0.328741984,0.378163915,0.473780054,0.441742737,0.373596154,0.31962236,0.209417247,
Fragile and conflict affected situations,FCS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,4.539803189,3.431216451,3.966228975,5.932742219,5.253290459,16.15353967,16.53800574,16.15007766,15.44663676,39.51447633,30.28082387,12.66569302,11.71578772,12.38962514,12.84622786,13.69079657,8.214537523,12.16843807,12.18587101,17.61937889,13.3876923,13.7208223,14.44305598,13.36233491,14.16743878,15.96452563,17.60049078,14.80198678,10.36400852,12.35820556,17.47879933,15.71296654,17.26206795,19.11016356,28.65722429,33.78586976,35.54149419,32.23960861,36.56007593,23.41987589,27.3254055,30.62980109,26.29694588,24.41115098,22.41011568,14.66149156,
Finland,FIN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.790138516,1.40720628,1.378505245,1.797692717,1.586828415,0.976251679,0.984471844,0.910537305,1.15847559,1.338939595,1.31599578,1.056641677,0.862705348,0.808566053,0.68631973,0.757806057,0.64952732,0.564064774,0.551541311,0.633490112,0.477965832,0.321763646,0.399715847,0.530025887,0.531314454,0.473569278,0.470198462,0.451048151,0.4433529,0.384775227,0.42376305,0.379491988,0.423236756,0.376865301,0.300475921,0.290806665,0.366216775,0.433754924,0.618500615,0.348748525,0.629935439,0.813798272,0.727026947,0.653645215,0.635662945,0.587448905,
Fiji,FJI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.341381423,0.347529483,0.4112239,0.985968027,1.2861652,1.046421364,0.603120338,0.694248603,0.640056579,1.121448844,1.737143555,1.248910951,1.568371257,1.555638208,1.255782806,1.346019435,1.83127848,2.730646446,2.86188814,2.789734674,2.317308645,1.521127564,1.313348539,1.965385401,2.08343505,1.761141433,1.949700271,1.544677021,1.450149098,0.97615132,1.151545423,1.183596087,1.223888992,1.28508463,1.193834368,1.21009873,1.25342333,0.848097702,1.104407252,1.523013562,2.944348793,2.69236726,2.77828813,2.004061639,1.76444736,1.474868364,
France,FRA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.153072853,0.138499633,0.128625925,0.145215896,0.199514308,0.221425319,0.246624175,0.222153093,0.1731488,0.196282851,0.227915213,0.228495496,0.219553836,0.206377444,0.200523131,0.200881072,0.11608086,0.098459366,0.10770059,0.12443731,0.107469075,0.080537252,0.070942654,0.068741652,0.066306251,0.065137979,0.06688093,0.058560276,0.043387484,0.043615612,0.067850768,0.060707691,0.054699237,0.049110511,0.039080085,0.043056324,0.049142977,0.051424181,0.054841652,0.050948351,0.055387523,0.054704948,0.05020853,0.047666274,0.049311907,0.041882553,
Faroe Islands,FRO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Micronesia, Fed. Sts.",FSM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0.009158873,0.011973677,0.00764339,0.010252824,0.015868009,0.017119386,0.016824294,0.012943796,0.007055656,0.007465562,0.008603903,0.00977234,0.014299158,0.016566629,0.010153972,0.012514454,0.018975072,0.032214517,0.029200537,0.027535418,0.035541214,0.030547292,0.028039885,0.039761001,0.036294006,
Gabon,GAB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,9.154809998,8.595436558,15.49828895,19.10608211,46.43570743,34.54011467,26.76933217,32.67463822,36.17004891,66.04183732,43.31524571,30.10162181,22.40374275,27.81395739,26.14893805,31.96982389,14.32893616,22.16587637,15.9712064,28.89843277,36.03874758,25.00136966,26.08841346,33.65239475,34.49618252,33.48042627,36.47157444,34.83594559,20.88492578,30.56009893,44.28051647,31.59229392,27.74910769,29.61672844,34.0431178,41.19277254,41.55964127,39.0126153,43.22474872,26.20593027,33.47399952,40.73293013,43.36154652,35.65002814,28.83156328,13.104967,
United Kingdom,GBR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.070671653,0.081309745,0.069925324,0.083609489,0.213101133,0.608058036,0.838850601,1.175749208,1.090350321,2.468678736,2.595973831,2.753935359,2.413892876,2.846168698,3.03024576,2.922669835,1.084497994,1.164320498,0.70249798,0.851995638,1.043124623,0.549735369,0.506001526,0.578341064,0.59980482,0.594257915,0.774295307,0.575742013,0.161083204,0.449605636,1.04241108,0.93544202,0.804332979,0.764664213,0.738947655,0.916854559,0.966161889,0.867385688,1.239647192,0.833630166,0.880358346,1.07204725,0.927836363,0.760351456,0.613957542,0.338532577,
Georgia,GEO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.119423743,0.695748408,0.459653688,0.345694817,0.292571273,0.375822281,0.359850163,0.401094809,0.209565507,0.420893791,0.726519777,0.75999296,0.595781066,1.000385143,0.998022183,1.030712108,1.294640387,1.158817478,1.033512338,1.007161806,1.846891098,2.513580218,1.54480138,1.291095216,1.079088314,0.956469515,
Ghana,GHA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.863092783,2.335509887,3.4773118,4.95929683,4.827138604,5.517094267,5.754127255,7.409094483,6.306553144,6.389667676,8.359256472,6.773836011,8.437807778,6.827050282,5.482260028,4.176968109,4.830873346,5.70707687,5.877231761,5.652971787,6.842856249,5.402907983,6.457574652,7.719981825,11.41374278,12.34462106,11.85234659,10.5739525,10.23995562,6.303366415,9.829651713,9.499030715,10.71452924,15.71638014,12.87784637,11.57730572,7.981912843,9.47004844,10.63867229,12.75719192,12.45262773,18.11132553,20.00098455,17.33706139,19.53450304,17.0852204,
Gibraltar,GIB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
