"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"AFG","Afghanistan",,,,,,,,13.73297119,6.65036345,9.9371376,15.71056557,18.48848534,16.17664719,18.47561455,21.8033886,15.52872467,21.13860512,21.17189598,22.91737556,21.98381996,16.44546318,18.94781876,19.42013359,16.44491768,
"ALB","Albania",,,,,,1.35472393,3.64890242,2.81587577,8.18006611,5.69244719,5.3987956,6.06361103,5.46033096,2.72849321,2.06982613,2.51306105,1.10563171,1.03252077,1.24365366,0.72081369,0.92881185,1.19822311,2.05901504,1.34841347,
"DZA","Algeria",,,,,,0.052187,0.04628069,0.04450536,0.05022801,0.04680432,0.0793326,0.05226555,0.0663327,0.03671308,0.03163677,0.02819294,0.01223205,0.03199561,0.01962934,0.0350705,0.02701879,0.02446262,0.02892197,0.02695344,
"AND","Andorra",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"AGO","Angola",,,,,,0.51365387,1.43060005,1.27742219,1.03922689,1.92934799,3.03782797,5.85646009,2.69763899,2.4888041,3.82744408,3.24644589,2.8612268,2.17543125,2.56596041,3.1701467,2.67032242,3.64164376,3.11478901,3.32279158,
"ATG","Antigua and Barbuda",,,,,,0.34878898,0.07303306,0.13711631,0,0.04309067,0.15506253,0.13964188,0.1426902,0.18763787,0.02764631,0.12729101,0.05339933,0,0.23532581,0,0,0.01355033,0.02153336,0.08968732,
"ARG","Argentina",,,,,,0.03062808,0.20073752,1.96734369,0.34346452,6.29007912,1.18307579,0.32621667,0.22942123,0.92570257,0.28787005,0.31598705,0.58026612,0.52099103,0.44593182,0.52839446,0.28386176,0.30856234,0.43380749,0.30256653,
"ARM","Armenia",,,,,,12.77933121,18.01124001,7.93093824,5.22895432,5.45582008,11.67522335,11.57289124,12.21758938,5.88885784,4.58921719,3.72884226,3.15005517,2.96057177,2.07229877,1.52948999,1.08290088,1.8710475,1.2871294,1.21678329,
"AUS","Australia",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"AUT","Austria",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"AZE","Azerbaijan",,,,,,1.9953692,1.2476753,0.83265913,2.64820457,1.7962476,0.89534754,1.70744336,1.71862221,1.28183937,1.20471382,1.48377061,1.38465714,1.80993509,0.7871924,1.02226794,0.83127201,0.50794774,0.67094833,0.66741472,
"BHS","Bahamas",,,,,,0.65086937,0.61268437,0.59068519,0.56089538,0.54586518,0.50430667,0.68472451,0.65147471,0.61355883,0.58040035,0.57783353,0.57097465,0.57270718,0.54329771,0.55093813,0.59110457,0.54537362,0.4717283,0.52878946,
"BHR","Bahrain",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
