package,ondiskversion,loadedversion,path,loadedpath,attached,is_base,date,source,md5ok,library
gplots,3.1.1,3.1.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gplots,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gplots,FALSE,FALSE,2020-11-28,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gridExtra,2.3,2.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gridExtra,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gridExtra,TRUE,FALSE,2017-09-09,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gt,0.4.0,0.4.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gt,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gt,FALSE,FALSE,2022-02-15,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gtable,0.3.0,0.3.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gtable,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gtable,FALSE,FALSE,2019-03-25,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gtools,3.9.2,3.9.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gtools,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gtools,FALSE,FALSE,2021-06-06,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gtsummary,1.5.2,1.5.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gtsummary,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gtsummary,TRUE,FALSE,2022-01-29,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
haven,2.4.3,2.4.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/haven,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/haven,TRUE,FALSE,2021-08-04,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
hms,1.1.1,1.1.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/hms,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/hms,FALSE,FALSE,2021-09-26,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
htmltools,0.5.2,0.5.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/htmltools,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/htmltools,FALSE,FALSE,2021-08-25,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
htmlwidgets,1.5.4,1.5.4,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/htmlwidgets,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/htmlwidgets,FALSE,FALSE,2021-09-08,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
httr,1.4.2,1.4.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/httr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/httr,TRUE,FALSE,2020-07-20,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
igraph,1.2.11,1.2.11,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/igraph,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/igraph,TRUE,FALSE,2022-01-04,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
insight,0.16.0,0.16.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/insight,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/insight,FALSE,FALSE,2022-02-17,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ipred,0.9.12,0.9-12,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ipred,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ipred,FALSE,FALSE,2021-09-15,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
iterators,1.0.14,1.0.14,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/iterators,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/iterators,FALSE,FALSE,2022-02-05,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
janitor,2.1.0,2.1.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/janitor,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/janitor,TRUE,FALSE,2021-01-05,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
jsonlite,1.7.3,1.7.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/jsonlite,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/jsonlite,FALSE,FALSE,2022-01-17,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
kableExtra,1.3.4,1.3.4,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/kableExtra,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/kableExtra,TRUE,FALSE,2021-02-20,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
KernSmooth,2.23.20,2.23-20,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/KernSmooth,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/KernSmooth,FALSE,FALSE,2021-05-03,CRAN (R 4.1.2),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
knitr,1.37,1.37,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/knitr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/knitr,FALSE,FALSE,2021-12-16,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
labeling,0.4.2,0.4.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/labeling,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/labeling,FALSE,FALSE,2020-10-20,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
laeken,0.5.2,0.5.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/laeken,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/laeken,FALSE,FALSE,2021-10-06,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lattice,0.20.45,0.20-45,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lattice,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lattice,TRUE,FALSE,2021-09-22,CRAN (R 4.1.2),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lava,1.6.10,1.6.10,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lava,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lava,FALSE,FALSE,2021-09-02,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
leaps,3.1,3.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/leaps,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/leaps,FALSE,FALSE,2020-01-16,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lifecycle,1.0.1,1.0.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lifecycle,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lifecycle,FALSE,FALSE,2021-09-24,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
listenv,0.8.0,0.8.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/listenv,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/listenv,FALSE,FALSE,2019-12-05,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lmtest,0.9.39,0.9-39,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lmtest,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lmtest,FALSE,FALSE,2021-11-07,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
lubridate,1.8.0,1.8.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lubridate,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/lubridate,TRUE,FALSE,2021-10-07,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
magrittr,2.0.2,2.0.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/magrittr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/magrittr,FALSE,FALSE,2022-01-26,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
maps,3.4.0,3.4.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/maps,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/maps,FALSE,FALSE,2021-09-25,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
maptools,1.1.2,1.1-2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/maptools,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/maptools,TRUE,FALSE,2021-09-07,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
MASS,7.3.54,7.3-54,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/MASS,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/MASS,FALSE,FALSE,2021-05-03,CRAN (R 4.1.2),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
Matrix,1.3.4,1.3-4,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/Matrix,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/Matrix,FALSE,FALSE,2021-06-01,CRAN (R 4.1.2),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
MatrixModels,0.5.0,0.5-0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/MatrixModels,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/MatrixModels,FALSE,FALSE,2021-03-02,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
memoise,2.0.1,2.0.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/memoise,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/memoise,FALSE,FALSE,2021-11-26,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ModelMetrics,1.2.2.2,1.2.2.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ModelMetrics,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ModelMetrics,FALSE,FALSE,2020-03-17,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
modelr,0.1.8,0.1.8,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/modelr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/modelr,FALSE,FALSE,2020-05-19,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
munsell,0.5.0,0.5.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/munsell,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/munsell,FALSE,FALSE,2018-06-12,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nlme,3.1.153,3.1-153,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nlme,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nlme,FALSE,FALSE,2021-09-07,CRAN (R 4.1.2),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
nnet,7.3.16,7.3-16,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nnet,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/nnet,FALSE,FALSE,2021-05-03,CRAN (R 4.1.2),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
openxlsx,4.2.5,4.2.5,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/openxlsx,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/openxlsx,TRUE,FALSE,2021-12-14,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
padr,0.6.0,0.6.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/padr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/padr,TRUE,FALSE,2021-10-01,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
parallelly,1.30.0,1.30.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/parallelly,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/parallelly,FALSE,FALSE,2021-12-17,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pillar,1.7.0,1.7.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pillar,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pillar,FALSE,FALSE,2022-02-01,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pkgbuild,1.3.1,1.3.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgbuild,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgbuild,FALSE,FALSE,2021-12-20,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pkgconfig,2.0.3,2.0.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgconfig,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgconfig,FALSE,FALSE,2019-09-22,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pkgload,1.2.4,1.2.4,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgload,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pkgload,FALSE,FALSE,2021-11-30,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
plyr,1.8.6,1.8.6,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/plyr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/plyr,TRUE,FALSE,2020-03-03,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
prettyunits,1.1.1,1.1.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/prettyunits,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/prettyunits,FALSE,FALSE,2020-01-24,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pROC,1.18.0,1.18.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pROC,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pROC,FALSE,FALSE,2021-09-03,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
processx,3.5.2,3.5.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/processx,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/processx,FALSE,FALSE,2021-04-30,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
prodlim,2019.11.13,2019.11.13,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/prodlim,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/prodlim,FALSE,FALSE,2019-11-17,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ProjectTemplate,0.10.2,0.10.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ProjectTemplate,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ProjectTemplate,TRUE,FALSE,2021-07-31,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
proxy,0.4.26,0.4-26,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/proxy,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/proxy,FALSE,FALSE,2021-06-07,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ps,1.6.0,1.6.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ps,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ps,FALSE,FALSE,2021-02-28,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
purrr,0.3.4,0.3.4,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/purrr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/purrr,TRUE,FALSE,2020-04-17,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
quantreg,5.88,5.88,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/quantreg,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/quantreg,FALSE,FALSE,2022-02-05,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
R6,2.5.1,2.5.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/R6,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/R6,FALSE,FALSE,2021-08-19,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ragg,1.2.1,1.2.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ragg,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ragg,FALSE,FALSE,2021-12-06,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ranger,0.13.1,0.13.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ranger,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ranger,FALSE,FALSE,2021-07-14,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RANN,2.6.1,2.6.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RANN,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RANN,FALSE,FALSE,2019-01-08,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RColorBrewer,1.1.2,1.1-2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RColorBrewer,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RColorBrewer,TRUE,FALSE,2014-12-07,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
Rcpp,1.0.8,1.0.8,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/Rcpp,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/Rcpp,FALSE,FALSE,2022-01-13,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RcppParallel,5.1.5,5.1.5,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RcppParallel,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RcppParallel,FALSE,FALSE,2022-01-05,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
readr,2.1.2,2.1.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/readr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/readr,TRUE,FALSE,2022-01-30,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
readstata13,0.10.0,0.10.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/readstata13,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/readstata13,TRUE,FALSE,2021-05-25,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
readxl,1.3.1,1.3.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/readxl,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/readxl,TRUE,FALSE,2019-03-13,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
recipes,0.1.17,0.1.17,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/recipes,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/recipes,FALSE,FALSE,2021-09-27,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
remotes,2.4.2,2.4.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/remotes,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/remotes,FALSE,FALSE,2021-11-30,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
reprex,2.0.1,2.0.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/reprex,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/reprex,FALSE,FALSE,2021-08-05,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
reshape2,1.4.4,1.4.4,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/reshape2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/reshape2,FALSE,FALSE,2020-04-09,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rio,0.5.29,0.5.29,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rio,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rio,TRUE,FALSE,2021-11-22,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RJSONIO,1.3.1.6,1.3-1.6,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RJSONIO,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RJSONIO,FALSE,FALSE,2021-09-16,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rlang,1.0.1,1.0.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rlang,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rlang,FALSE,FALSE,2022-02-03,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rmarkdown,2.11,2.11,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rmarkdown,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rmarkdown,FALSE,FALSE,2021-09-14,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
robustbase,0.93.9,0.93-9,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/robustbase,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/robustbase,FALSE,FALSE,2021-09-27,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
roll,1.1.6,1.1.6,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/roll,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/roll,TRUE,FALSE,2020-07-13,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rpart,4.1.15,4.1-15,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rpart,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rpart,FALSE,FALSE,2019-04-12,CRAN (R 4.1.2),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rprojroot,2.0.2,2.0.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rprojroot,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rprojroot,FALSE,FALSE,2020-11-15,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rstatix,0.7.0,0.7.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rstatix,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rstatix,FALSE,FALSE,2021-02-13,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rstudioapi,0.13,0.13,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rstudioapi,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rstudioapi,FALSE,FALSE,2020-11-12,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rvest,1.0.2,1.0.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rvest,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rvest,FALSE,FALSE,2021-10-16,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rworldmap,1.3.6,1.3-6,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rworldmap,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rworldmap,TRUE,FALSE,2016-02-03,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
scales,1.1.1,1.1.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/scales,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/scales,TRUE,FALSE,2020-05-11,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
scatterplot3d,0.3.41,0.3-41,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/scatterplot3d,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/scatterplot3d,FALSE,FALSE,2018-03-14,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
sessioninfo,1.2.2,1.2.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sessioninfo,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sessioninfo,FALSE,FALSE,2021-12-06,CRAN (R 4.1.1),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
sjlabelled,1.1.8,1.1.8,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sjlabelled,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sjlabelled,FALSE,FALSE,2021-05-11,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
snakecase,0.11.0,0.11.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/snakecase,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/snakecase,FALSE,FALSE,2019-05-25,CRAN (R 4.1.0),,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
