"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDP.TOTL.RT.ZS","Total natural resources rents (% of GDP)","Total natural resources rents are the sum of oil rents, natural gas rents, coal rents (hard and soft), mineral rents, and forest rents.","World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.",
