"Homicide rate (per 100,000 people)"
"Dimension: Human security"
"SDG 16.1 Significantly reduce all forms of violence and related death rates everywhere"
"Definition: Number of unlawful deaths inflicted upon a person with the intent to cause death or serious injury, expressed per 100,000 people."
"Source: UNODC (United Nations Office on Drugs and Crime) (2020). DATAUNODC. https://dataunodc.un.org. Accessed 21 July 2020."
""
"HDI Rank","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017","","2018","","2013-2018",""
"85"," China","..","","2.2","","2.1","","1.6","","1.0","","0.9","","0.8","","0.8","","0.7","","0.7","","0.6","","0.6","","0.5","","0.5","a"
"83"," Colombia","73.5","","61.3","","67.0","","42.5","","34.2","","35.3","","35.7","","33.2","","28.4","","26.9","","25.7","","25.0","","25.3","","25.3","a"
"62"," Costa Rica","4.5","","5.2","","6.3","","7.8","","11.5","","10.2","","8.7","","8.7","","9.9","","11.5","","11.8","","12.2","","11.3","","11.3","a"
"43"," Croatia","2.9","","3.6","","2.3","","1.6","","1.4","","1.1","","1.2","","1.1","","0.8","","0.9","","1.0","","1.1","","0.6","","0.6","a"
"70"," Cuba","..","","7.8","","5.3","","6.1","","4.5","","4.8","","5.5","","6.0","","5.3","","5.5","","5.0","","..","","..","","5.0","a"
"33"," Cyprus","0.7","","1.1","","0.8","","1.9","","0.7","","0.8","","1.9","","1.0","","1.0","","1.3","","1.1","","0.6","","1.3","","1.3","a"
"27"," Czechia","..","","1.7","","1.9","","1.1","","1.0","","0.8","","1.0","","0.8","","0.8","","0.8","","0.6","","0.6","","..","","0.6","a"
"10"," Denmark","0.8","","1.1","","1.1","","1.0","","0.8","","0.8","","0.8","","0.9","","1.3","","1.1","","1.0","","1.2","","1.0","","1.0","a"
"94"," Dominica","..","","..","","2.9","","11.3","","21.2","","8.5","","..","","..","","12.7","","12.6","","22.4","","26.6","","..","","26.6","a"
"88"," Dominican Republic","..","","12.9","","14.3","","26.3","","25.5","","25.6","","22.8","","19.7","","17.8","","..","","15.5","","11.6","","10.1","","10.1","a"
"86"," Ecuador","8.7","","12.0","","14.5","","15.3","","17.5","","15.4","","12.4","","11.0","","8.2","","6.5","","5.8","","5.8","","5.8","","5.8","a"
"116"," Egypt","0.5","","..","","..","","0.7","","2.2","","3.2","","2.6","","..","","..","","..","","..","","..","","..","","..",""
"124"," El Salvador","..","","141.7","","60.3","","64.1","","64.5","","70.4","","41.6","","40.1","","62.3","","105.2","","83.0","","61.7","","52.0","","52.0","a"
"29"," Estonia","7.5","","17.2","","10.2","","8.3","","5.3","","4.9","","4.8","","3.9","","3.1","","3.4","","2.5","","2.2","","2.1","","2.1","a"
"138"," Eswatini (Kingdom of)","19.8","","..","","12.7","","13.5","","19.5","","16.0","","9.6","","9.4","","10.8","","10.1","","10.4","","11.6","","..","","11.6","a"
"173"," Ethiopia","..","","..","","..","","..","","..","","..","","8.8","","..","","..","","..","","..","","..","","..","","..",""
"93"," Fiji","4.4","","3.1","","..","","2.8","","2.3","","2.3","","2.3","","2.2","","2.3","","..","","..","","..","","..","","2.3","a"
"11"," Finland","3.0","","2.9","","2.9","","2.3","","2.2","","2.0","","1.6","","1.6","","1.6","","1.5","","1.3","","1.3","","1.6","","1.6","a"
"26"," France","2.4","","2.3","","1.8","","1.6","","1.3","","1.4","","1.2","","1.2","","1.2","","1.6","","1.4","","1.3","","1.2","","1.2","a"
"61"," Georgia","5.0","","7.9","","5.5","","9.6","","4.6","","..","","..","","..","","2.7","","..","","1.0","","..","","2.2","","2.2","a"
"6"," Germany","1.5","","1.7","","1.2","","1.1","","1.0","","0.9","","0.8","","0.8","","0.9","","0.8","","1.2","","1.0","","0.9","","0.9","a"
"138"," Ghana","..","","..","","..","","1.8","","1.7","","1.7","","2.2","","2.1","","2.0","","1.9","","1.9","","2.1","","..","","2.1","a"
"32"," Greece","1.0","","1.4","","..","","1.2","","1.6","","1.7","","1.5","","1.4","","1.0","","0.9","","0.8","","0.8","","0.9","","0.9","a"
"74"," Grenada","..","","..","","14.6","","10.5","","9.4","","3.7","","13.0","","5.5","","7.3","","5.5","","10.0","","10.8","","..","","10.8","a"
"127"," Guatemala","..","","31.3","","24.9","","40.8","","40.7","","38.0","","33.8","","33.7","","31.4","","29.4","","27.3","","26.1","","22.5","","22.5","a"
"175"," Guinea-Bissau","..","","..","","..","","..","","..","","..","","..","","4.9","","3.8","","2.8","","3.6","","1.1","","..","","1.1","a"
"122"," Guyana","12.1","","14.3","","10.2","","19.0","","18.7","","17.3","","18.4","","20.4","","19.5","","19.4","","18.4","","14.8","","14.2","","14.2","a"
"170"," Haiti","..","","..","","..","","..","","6.8","","9.0","","10.1","","10.0","","9.3","","10.0","","9.5","","..","","6.7","","6.7","a"
"132"," Honduras","10.0","","26.9","","48.3","","43.1","","75.0","","83.8","","83.0","","73.1","","65.8","","56.5","","55.6","","41.0","","38.9","","38.9","a"
"4"," Hong Kong, China (SAR)","2.4","","1.2","","0.7","","0.5","","0.5","","0.2","","0.4","","0.9","","0.4","","0.3","","0.4","","0.3","","0.7","","0.7","a"
"40"," Hungary","1.9","","2.9","","2.0","","1.6","","1.4","","1.5","","1.3","","1.6","","1.5","","2.3","","2.1","","2.5","","..","","2.5","a"
"4"," Iceland","..","","0.0","","1.8","","1.0","","0.6","","0.9","","0.3","","0.3","","0.6","","0.9","","0.3","","0.9","","0.9","","0.9","a"
"131"," India","5.1","","4.8","","4.6","","3.9","","3.8","","3.8","","3.8","","3.6","","3.7","","3.4","","3.2","","3.1","","3.1","","3.1","a"
"107"," Indonesia","..","","..","","1.0","","..","","0.4","","0.6","","0.6","","0.6","","0.5","","0.6","","0.5","","0.4","","..","","0.4","a"
"70"," Iran (Islamic Republic of)","..","","..","","..","","..","","..","","..","","..","","2.7","","2.5","","..","","..","","..","","..","","2.5","a"
"123"," Iraq","6.7","","..","","..","","..","","9.0","","8.6","","8.5","","10.1","","..","","..","","..","","..","","..","","10.1","a"
"2"," Ireland","0.5","","1.2","","1.0","","1.3","","1.2","","0.9","","1.1","","1.1","","1.1","","0.7","","0.8","","0.9","","0.9","","0.9","a"
"19"," Israel","3.3","","2.1","","2.6","","2.6","","2.0","","2.0","","1.7","","1.6","","1.4","","1.4","","1.3","","1.5","","..","","1.5","a"
"29"," Italy","3.1","","1.8","","1.4","","1.0","","0.9","","0.9","","0.9","","0.8","","0.8","","0.8","","0.7","","0.6","","0.6","","0.6","a"
"101"," Jamaica","22.5","","30.8","","33.4","","61.1","","51.5","","40.1","","38.7","","42.0","","35.0","","41.8","","46.6","","56.4","","43.9","","43.9","a"
"19"," Japan","0.5","","0.6","","0.5","","0.5","","0.4","","0.3","","0.3","","0.3","","0.3","","0.3","","0.3","","0.2","","0.3","","0.3","a"
"102"," Jordan","3.4","","0.8","","..","","1.2","","1.6","","1.8","","2.0","","1.7","","1.9","","1.6","","1.4","","1.4","","..","","1.4","a"
"51"," Kazakhstan","9.0","","15.4","","15.6","","..","","8.5","","8.6","","7.6","","6.6","","5.2","","4.9","","..","","5.1","","..","","5.1","a"
"143"," Kenya","..","","..","","..","","3.0","","4.6","","5.3","","5.4","","5.4","","4.9","","4.7","","4.8","","4.9","","4.9","","4.9","a"
"134"," Kiribati","..","","0.0","","3.6","","..","","3.9","","10.5","","7.5","","..","","..","","..","","..","","..","","..","","..",""
"23"," Korea (Republic of)","0.5","","0.5","","0.8","","0.8","","1.0","","0.8","","0.9","","0.7","","0.7","","0.7","","0.7","","0.6","","0.6","","0.6","a"
"64"," Kuwait","..","","..","","..","","1.8","","2.0","","1.9","","1.8","","..","","..","","..","","..","","..","","..","","..",""
"120"," Kyrgyzstan","13.8","","11.7","","8.7","","9.7","","16.8","","8.5","","6.8","","5.3","","5.5","","5.1","","4.4","","4.1","","2.2","","2.2","a"
"37"," Latvia","..","","11.5","","10.0","","5.6","","3.3","","3.3","","3.4","","2.4","","3.2","","3.4","","3.5","","4.2","","4.4","","4.4","a"
"92"," Lebanon","..","","..","","..","","..","","3.3","","3.2","","3.5","","4.0","","3.8","","3.5","","3.5","","3.6","","2.5","","2.5","a"
"165"," Lesotho","30.5","","..","","..","","..","","38.3","","35.5","","31.8","","32.4","","..","","43.6","","..","","..","","..","","43.6","a"
"175"," Liberia","..","","..","","..","","..","","3.3","","4.0","","3.3","","..","","..","","..","","..","","..","","..","","..",""
"19"," Liechtenstein","..","","0.0","","0.0","","0.0","","2.8","","0.0","","0.0","","0.0","","2.7","","0.0","","0.0","","2.6","","2.6","","2.6","a"
"34"," Lithuania","4.9","","13.8","","10.6","","11.1","","7.0","","6.8","","6.6","","6.6","","5.4","","5.9","","5.3","","4.5","","4.6","","4.6","a"
"23"," Luxembourg","..","","0.5","","0.9","","0.9","","2.0","","0.8","","0.0","","0.2","","0.7","","0.9","","0.9","","0.3","","..","","0.3","a"
"174"," Malawi","..","","..","","6.3","","1.6","","3.6","","2.3","","1.8","","..","","..","","..","","..","","..","","..","","..",""
"62"," Malaysia","1.7","","1.9","","2.4","","2.4","","1.9","","1.9","","2.1","","2.1","","..","","..","","..","","..","","..","","2.1","a"
"95"," Maldives","0.4","","0.8","","..","","..","","1.6","","0.8","","2.5","","0.7","","..","","..","","..","","..","","..","","0.7","a"
"28"," Malta","1.1","","..","","1.0","","1.0","","1.0","","0.7","","2.8","","1.6","","1.4","","0.9","","1.1","","2.1","","1.6","","1.6","a"
"66"," Mauritius","1.9","","2.2","","2.2","","3.0","","2.6","","2.6","","2.2","","2.8","","1.5","","1.7","","1.7","","2.6","","2.9","","2.9","a"
"74"," Mexico","17.3","","17.0","","10.9","","9.4","","22.6","","23.5","","22.1","","19.4","","16.6","","17.0","","19.9","","25.7","","29.1","","29.1","a"
"90"," Moldova (Republic of)","6.6","","9.3","","10.3","","7.1","","6.5","","5.3","","5.6","","4.1","","4.3","","4.6","","4.9","","3.5","","4.1","","4.1","a"
".."," Monaco","..","","..","","..","","3.0","","0.0","","0.0","","0.0","","0.0","","..","","0.0","","..","","..","","..","","0.0","a"
"99"," Mongolia","..","","..","","..","","15.8","","8.8","","9.6","","7.0","","7.1","","7.2","","7.1","","6.0","","6.1","","6.2","","6.2","a"
"48"," Montenegro","..","","..","","..","","3.6","","2.4","","3.4","","2.7","","1.6","","3.2","","2.7","","4.5","","2.4","","2.2","","2.2","a"
"121"," Morocco","0.4","","..","","1.6","","1.5","","1.4","","1.3","","1.2","","1.3","","1.0","","1.2","","1.7","","2.1","","1.4","","1.4","a"
"181"," Mozambique","..","","..","","..","","5.3","","3.7","","3.5","","..","","..","","..","","..","","..","","..","","..","","..",""
"147"," Myanmar","5.0","","3.7","","2.2","","1.4","","1.6","","2.1","","2.8","","2.4","","2.4","","2.2","","2.3","","..","","..","","2.3","a"
"130"," Namibia","..","","22.9","","21.2","","..","","14.8","","14.3","","17.7","","..","","..","","..","","..","","..","","..","","..",""
"142"," Nepal","1.9","","..","","2.7","","3.4","","3.0","","2.5","","2.4","","2.3","","2.1","","..","","2.3","","..","","..","","2.3","a"
"8"," Netherlands","0.9","","1.2","","1.1","","1.1","","0.9","","0.9","","0.9","","0.7","","0.7","","0.6","","0.6","","0.8","","0.6","","0.6","a"
"14"," New Zealand","1.9","","1.1","","1.3","","1.5","","1.0","","0.9","","0.9","","1.0","","0.9","","1.0","","1.1","","0.7","","..","","0.7","a"
"128"," Nicaragua","16.1","","15.2","","9.4","","13.4","","13.5","","12.5","","11.2","","9.8","","8.5","","8.4","","7.2","","..","","..","","7.2","a"
"189"," Niger","..","","..","","..","","..","","..","","4.9","","4.4","","..","","..","","..","","..","","..","","..","","..",""
"161"," Nigeria","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","34.5","","..","","..","","34.5","a"
"82"," North Macedonia","..","","..","","2.3","","2.1","","2.1","","1.4","","1.4","","1.1","","1.7","","1.2","","0.9","","1.5","","1.2","","1.2","a"
"1"," Norway","1.1","","1.0","","1.1","","0.7","","0.6","","2.2","","0.5","","0.9","","0.6","","0.5","","0.5","","0.5","","0.5","","0.5","a"
"60"," Oman","..","","..","","..","","2.1","","1.6","","1.0","","1.1","","2.6","","0.3","","0.4","","0.4","","0.5","","0.3","","0.3","a"
"154"," Pakistan","7.6","","..","","6.3","","6.1","","7.4","","7.6","","7.4","","7.3","","6.8","","4.8","","4.2","","4.0","","3.9","","3.9","a"
"50"," Palau","..","","..","","..","","..","","..","","..","","..","","..","","..","","17.0","","0.0","","0.0","","11.2","","11.2","a"
"115"," Palestine, State of","..","","1.2","","1.3","","2.3","","0.8","","0.6","","0.6","","0.6","","0.5","","1.2","","0.4","","0.7","","0.5","","0.5","a"
"57"," Panama","11.3","","13.8","","9.9","","10.9","","12.6","","14.8","","16.9","","17.3","","15.5","","11.9","","10.0","","9.7","","9.4","","9.4","a"
"155"," Papua New Guinea","..","","..","","8.0","","9.3","","9.8","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"103"," Paraguay","..","","..","","18.7","","15.2","","11.9","","10.4","","10.1","","9.3","","8.8","","9.2","","9.9","","7.9","","7.1","","7.1","a"
"79"," Peru","..","","..","","..","","..","","..","","5.5","","6.7","","6.8","","6.9","","7.4","","7.9","","7.9","","..","","7.9","a"
"107"," Philippines","15.0","","..","","7.4","","7.5","","9.2","","8.9","","8.7","","9.3","","9.7","","9.4","","11.0","","8.4","","6.5","","6.5","a"
"35"," Poland","1.8","","2.2","","2.2","","1.4","","1.0","","1.1","","1.1","","0.8","","0.8","","0.8","","0.7","","0.8","","0.7","","0.7","a"
"38"," Portugal","1.6","","1.1","","1.1","","1.3","","1.2","","1.1","","1.2","","1.4","","0.9","","1.0","","0.6","","0.7","","0.8","","0.8","a"
"45"," Qatar","0.8","","..","","0.2","","0.7","","0.2","","0.2","","0.3","","0.4","","0.4","","..","","..","","..","","..","","0.4","a"
"49"," Romania","3.4","","3.3","","2.5","","2.0","","1.3","","1.0","","1.0","","1.1","","1.6","","1.7","","1.5","","1.3","","1.3","","1.3","a"
"52"," Russian Federation","14.3","","30.5","","28.1","","24.8","","11.6","","11.3","","11.3","","11.1","","11.4","","11.5","","10.9","","9.1","","8.2","","8.2","a"
"160"," Rwanda","..","","..","","..","","..","","2.9","","..","","2.4","","3.3","","3.9","","2.6","","..","","..","","..","","2.6","a"
"74"," Saint Kitts and Nevis","..","","9.5","","6.8","","17.1","","42.8","","68.8","","36.1","","..","","..","","..","","..","","..","","..","","..",""
"86"," Saint Lucia","10.1","","10.9","","14.7","","25.1","","25.3","","26.2","","22.1","","18.6","","19.1","","15.6","","16.7","","29.3","","21.4","","21.4","a"
"97"," Saint Vincent and the Grenadines","10.2","","18.5","","18.6","","23.9","","23.1","","19.4","","25.8","","..","","..","","..","","36.5","","..","","..","","36.5","a"
"111"," Samoa","..","","..","","..","","..","","8.6","","..","","..","","3.1","","..","","..","","..","","..","","..","","3.1","a"
".."," San Marino","..","","0.0","","0.0","","0.0","","0.0","","0.0","","..","","..","","..","","..","","..","","..","","..","","..",""
"135"," Sao Tome and Principe","6.7","","..","","..","","..","","3.3","","3.3","","..","","..","","..","","..","","..","","..","","..","","..",""
"40"," Saudi Arabia","..","","..","","0.8","","1.2","","..","","..","","..","","..","","..","","1.5","","..","","1.3","","..","","1.3","a"
"168"," Senegal","..","","..","","..","","..","","..","","..","","..","","..","","..","","0.3","","..","","..","","..","","0.3","a"
"64"," Serbia","..","","..","","2.4","","1.6","","1.4","","1.5","","1.2","","1.6","","1.3","","1.2","","1.4","","1.1","","1.2","","1.2","a"
"67"," Seychelles","..","","..","","..","","..","","9.9","","17.4","","4.3","","19.3","","17.0","","7.4","","12.5","","..","","..","","12.5","a"
"182"," Sierra Leone","..","","..","","..","","1.8","","2.5","","2.8","","1.7","","..","","..","","1.7","","..","","..","","..","","1.7","a"
"11"," Singapore","1.6","","1.5","","1.0","","0.5","","0.4","","0.3","","0.2","","0.3","","0.3","","0.3","","0.3","","0.2","","0.2","","0.2","a"
"39"," Slovakia","1.8","","2.4","","2.4","","1.7","","1.5","","1.6","","1.2","","1.3","","1.3","","0.8","","1.0","","1.5","","1.1","","1.1","a"
"22"," Slovenia","2.0","","2.2","","1.8","","1.0","","0.7","","0.8","","0.7","","0.6","","0.8","","1.0","","0.5","","0.9","","0.5","","0.5","a"
"151"," Solomon Islands","..","","..","","..","","5.5","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"114"," South Africa","..","","64.9","","48.4","","38.7","","31.0","","29.9","","30.7","","31.7","","32.6","","33.7","","33.8","","35.7","","36.4","","36.4","a"
"185"," South Sudan","..","","..","","..","","..","","..","","..","","14.9","","..","","..","","..","","..","","..","","..","","..",""
"25"," Spain","1.2","","1.0","","1.4","","1.2","","0.9","","0.8","","0.8","","0.6","","0.7","","0.6","","0.6","","0.7","","0.6","","0.6","a"
"72"," Sri Lanka","11.5","","8.8","","..","","6.2","","3.8","","3.6","","3.3","","3.0","","2.7","","2.3","","2.5","","2.3","","2.4","","2.4","a"
"97"," Suriname","..","","..","","14.4","","13.8","","..","","..","","..","","5.3","","5.8","","6.1","","7.3","","5.4","","..","","5.4","a"
"7"," Sweden","1.1","","1.0","","1.1","","0.9","","1.0","","0.9","","0.7","","0.9","","0.9","","1.1","","1.1","","1.1","","1.1","","1.1","a"
"2"," Switzerland","1.7","","1.2","","1.0","","1.0","","0.7","","0.6","","0.6","","0.7","","0.5","","0.7","","0.5","","0.5","","0.6","","0.6","a"
"151"," Syrian Arab Republic","..","","..","","2.2","","2.3","","2.2","","..","","..","","..","","..","","..","","..","","..","","0.9","","0.9","a"
"125"," Tajikistan","3.2","","7.5","","4.6","","2.3","","2.4","","1.6","","..","","..","","..","","..","","..","","..","","..","","..",""
"163"," Tanzania (United Republic of)","..","","7.1","","..","","..","","8.8","","9.1","","8.7","","7.6","","7.8","","7.3","","6.5","","..","","..","","6.5","a"
"79"," Thailand","9.4","","7.6","","8.2","","7.3","","5.4","","4.9","","4.9","","4.2","","3.9","","3.5","","3.2","","2.6","","..","","2.6","a"
"141"," Timor-Leste","..","","..","","..","","4.6","","3.6","","..","","..","","..","","..","","4.1","","..","","..","","..","","4.1","a"
"104"," Tonga","..","","2.1","","1.0","","4.0","","1.0","","1.9","","1.0","","..","","..","","..","","..","","..","","..","","..",""
"67"," Trinidad and Tobago","..","","..","","9.5","","29.8","","35.6","","26.3","","28.3","","30.1","","29.7","","30.6","","..","","..","","..","","30.6","a"
"95"," Tunisia","..","","..","","..","","2.6","","2.7","","..","","3.1","","..","","..","","..","","..","","..","","..","","..",""
"54"," Turkey","..","","..","","..","","4.9","","4.2","","4.2","","4.3","","..","","..","","2.8","","3.3","","3.1","","2.6","","2.6","a"
"111"," Turkmenistan","9.0","","6.4","","5.9","","4.3","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
".."," Tuvalu","..","","..","","..","","0.0","","9.5","","9.4","","18.6","","..","","..","","..","","..","","..","","..","","..",""
"159"," Uganda","..","","8.4","","..","","9.0","","9.7","","11.2","","11.8","","10.8","","12.1","","..","","11.3","","11.5","","10.5","","10.5","a"
"74"," Ukraine","5.0","","8.7","","9.0","","6.5","","4.3","","..","","5.1","","..","","6.3","","..","","..","","6.2","","..","","6.2","a"
"31"," United Arab Emirates","..","","..","","..","","1.2","","0.8","","0.6","","0.8","","0.6","","0.7","","0.6","","0.7","","0.5","","..","","0.5","a"
"13"," United Kingdom","1.2","","1.6","","1.6","","1.4","","1.2","","1.0","","1.0","","0.9","","0.9","","1.0","","1.2","","1.2","","1.2","","1.2","a"
"17"," United States","9.3","","8.1","","5.5","","5.7","","4.8","","4.7","","4.7","","4.5","","4.4","","5.0","","5.4","","5.3","","5.0","","5.0","a"
"55"," Uruguay","6.6","","5.9","","6.4","","5.7","","6.1","","5.9","","7.9","","7.7","","7.9","","8.6","","7.8","","8.3","","12.1","","12.1","a"
"106"," Uzbekistan","5.5","","5.1","","4.3","","3.4","","..","","..","","..","","..","","1.5","","1.6","","1.4","","1.1","","..","","1.1","a"
"113"," Venezuela (Bolivarian Republic of)","12.6","","20.4","","33.2","","37.7","","46.0","","48.8","","54.7","","..","","63.3","","52.0","","59.6","","49.9","","36.7","","36.7","a"
"117"," Viet Nam","..","","..","","..","","1.3","","1.5","","1.5","","..","","..","","..","","..","","..","","..","","..","","..",""
"179"," Yemen","..","","..","","4.0","","4.7","","4.7","","5.8","","6.6","","6.8","","..","","..","","..","","..","","..","","6.8","a"
"146"," Zambia","6.8","","..","","7.7","","..","","6.0","","6.2","","6.1","","5.8","","5.4","","5.4","","..","","..","","..","","5.4","a"
"150"," Zimbabwe","5.6","","..","","..","","11.2","","5.6","","..","","7.5","","..","","..","","..","","..","","..","","..","","..",""
"162"," Côte d'Ivoire","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"175"," Congo (Democratic Republic of the)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"149"," Congo","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"156"," Comoros","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"166"," Djibouti","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"180"," Eritrea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"136"," Micronesia (Federated States of)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"119"," Gabon","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"178"," Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"172"," Gambia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"145"," Equatorial Guinea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"137"," Lao People's Democratic Republic","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"105"," Libya","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"164"," Madagascar","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
