"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SL.UEM.TOTL.NE.ZS","Unemployment, total (% of total labor force) (national estimate)","Unemployment refers to the share of the labor force that is without work but available for and seeking employment. Definitions of labor force and unemployment differ by country.","International Labour Organization, ILOSTAT database. Data retrieved on December 3, 2021.",
